Couldn't import dot_parser, loading of dot files will not be possible.
nkerns =  [20 50] (2,)
--> train minibatch error =  0.32
-->  0 6800 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 7200 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 7350 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 7400 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 7450 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 7500 chunk_10_50000.pkl
--> train minibatch error =  0.28
-->  0 7550 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 7850 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 8350 chunk_10_50000.pkl
--> train minibatch error =  0.24
-->  0 8500 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 9200 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 9350 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 9500 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 9850 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 9900 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 9950 chunk_10_50000.pkl
training @ iter =  200 , cost =  0.215200543404
--> train minibatch error =  0.12
-->  0 10150 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 11300 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 11400 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 11650 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 13300 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 13700 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 14350 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 14450 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 14750 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 14850 chunk_10_50000.pkl
training @ iter =  300 , cost =  0.155785858631
--> train minibatch error =  0.14
-->  0 15500 chunk_10_50000.pkl
--> train minibatch error =  0.34
-->  0 15600 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 15650 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 15700 chunk_10_50000.pkl
--> train minibatch error =  0.26
-->  0 15800 chunk_10_50000.pkl
--> train minibatch error =  0.38
-->  0 15850 chunk_10_50000.pkl
--> train minibatch error =  0.26
-->  0 15900 chunk_10_50000.pkl
--> train minibatch error =  0.52
-->  0 15950 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 16000 chunk_10_50000.pkl
--> train minibatch error =  0.4
-->  0 16050 chunk_10_50000.pkl
--> train minibatch error =  0.6
-->  0 16100 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 16200 chunk_10_50000.pkl
--> train minibatch error =  0.44
-->  0 16300 chunk_10_50000.pkl
--> train minibatch error =  0.5
-->  0 16350 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 16400 chunk_10_50000.pkl
--> train minibatch error =  0.36
-->  0 16450 chunk_10_50000.pkl
--> train minibatch error =  0.54
-->  0 16500 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 16550 chunk_10_50000.pkl
--> train minibatch error =  0.42
-->  0 16600 chunk_10_50000.pkl
--> train minibatch error =  0.36
-->  0 16650 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 16850 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 17200 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 17350 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 17450 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 18250 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 18300 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 18550 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 18600 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 18750 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 19350 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 19650 chunk_10_50000.pkl
training @ iter =  400 , cost =  0.300276994705
--> train minibatch error =  0.12
-->  0 20300 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 20900 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 21500 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 21550 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 21650 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 22050 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 23950 chunk_10_50000.pkl
training @ iter =  500 , cost =  0.0596010126173
--> train minibatch error =  0.12
-->  0 25050 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 26500 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 26900 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 28350 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 28900 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 28950 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 29050 chunk_10_50000.pkl
training @ iter =  600 , cost =  0.165291562676
--> train minibatch error =  0.14
-->  0 30150 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 30950 chunk_10_50000.pkl
--> train minibatch error =  0.24
-->  0 31200 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 32750 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 32800 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 33600 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 34450 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 34750 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 34800 chunk_10_50000.pkl
training @ iter =  700 , cost =  0.0641449317336
--> train minibatch error =  0.12
-->  0 35200 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 35250 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 35450 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 38600 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 38650 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 38700 chunk_10_50000.pkl
training @ iter =  800 , cost =  0.081447660923
--> train minibatch error =  0.18
-->  0 40650 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 41100 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 43250 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 43300 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 43350 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 43850 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 43950 chunk_10_50000.pkl
--> train minibatch error =  0.24
-->  0 44000 chunk_10_50000.pkl
training @ iter =  900 , cost =  0.147562116385
--> train minibatch error =  0.16
-->  0 46300 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 46350 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 48350 chunk_10_50000.pkl
training @ iter =  1000 , cost =  0.0180132314563
--> train minibatch error =  0.24
-->  1 750 chunk_11_50000.pkl
--> train minibatch error =  0.12
-->  1 1050 chunk_11_50000.pkl
--> train minibatch error =  0.12
-->  1 1750 chunk_11_50000.pkl
--> train minibatch error =  0.12
-->  1 4450 chunk_11_50000.pkl
training @ iter =  1100 , cost =  0.0771669372916
--> train minibatch error =  0.14
-->  1 5400 chunk_11_50000.pkl
--> train minibatch error =  0.16
-->  1 5450 chunk_11_50000.pkl
--> train minibatch error =  0.26
-->  1 5500 chunk_11_50000.pkl
--> train minibatch error =  0.12
-->  1 9350 chunk_11_50000.pkl
--> train minibatch error =  0.12
-->  1 9450 chunk_11_50000.pkl
training @ iter =  1200 , cost =  0.0851825252175
--> train minibatch error =  0.12
-->  1 10350 chunk_11_50000.pkl
--> train minibatch error =  0.14
-->  1 13350 chunk_11_50000.pkl
--> train minibatch error =  0.14
-->  1 13700 chunk_11_50000.pkl
training @ iter =  1300 , cost =  0.0432888418436
--> train minibatch error =  0.12
-->  1 17650 chunk_11_50000.pkl
--> train minibatch error =  0.16
-->  1 18800 chunk_11_50000.pkl
--> train minibatch error =  0.12
-->  1 19800 chunk_11_50000.pkl
training @ iter =  1400 , cost =  0.016516989097
--> train minibatch error =  0.14
-->  1 24200 chunk_11_50000.pkl
training @ iter =  1500 , cost =  0.059761043638
--> train minibatch error =  0.14
-->  1 27500 chunk_11_50000.pkl
training @ iter =  1600 , cost =  0.0643101856112
--> train minibatch error =  0.2
-->  1 32850 chunk_11_50000.pkl
--> train minibatch error =  0.12
-->  1 34300 chunk_11_50000.pkl
training @ iter =  1700 , cost =  0.0244750063866
--> train minibatch error =  0.12
-->  1 35350 chunk_11_50000.pkl
--> train minibatch error =  0.12
-->  1 35400 chunk_11_50000.pkl
--> train minibatch error =  0.5
-->  1 35450 chunk_11_50000.pkl
--> train minibatch error =  0.16
-->  1 35550 chunk_11_50000.pkl
--> train minibatch error =  0.14
-->  1 35600 chunk_11_50000.pkl
--> train minibatch error =  0.14
-->  1 35650 chunk_11_50000.pkl
--> train minibatch error =  0.12
-->  1 35800 chunk_11_50000.pkl
--> train minibatch error =  0.12
-->  1 39400 chunk_11_50000.pkl
--> train minibatch error =  0.26
-->  1 39650 chunk_11_50000.pkl
--> train minibatch error =  0.14
-->  1 39800 chunk_11_50000.pkl
training @ iter =  1800 , cost =  0.155914530158
training @ iter =  1900 , cost =  0.0834239795804
--> train minibatch error =  0.12
-->  1 45100 chunk_11_50000.pkl
iter  1999  validation
epoch 1, iter 2000, validation error 2.112000 %
epoch 1, iter 2000, train minibatch error 0.000000 %
epoch 1, iter 2000, train buffer error 1.200000 %
patience =  50000 0.99 3998
FPR, FNR =  0.0249015092943 0.0174108211454
training @ iter =  2000 , cost =  0.0231476612389
--> train minibatch error =  0.12
-->  2 100 chunk_12_50000.pkl
--> train minibatch error =  0.18
-->  2 3750 chunk_12_50000.pkl
--> train minibatch error =  0.12
-->  2 4900 chunk_12_50000.pkl
training @ iter =  2100 , cost =  0.132478877902
--> train minibatch error =  0.18
-->  2 6500 chunk_12_50000.pkl
--> train minibatch error =  0.2
-->  2 6550 chunk_12_50000.pkl
--> train minibatch error =  0.14
-->  2 6650 chunk_12_50000.pkl
training @ iter =  2200 , cost =  0.00795418955386
training @ iter =  2300 , cost =  0.032429035753
--> train minibatch error =  0.12
-->  2 16950 chunk_12_50000.pkl
--> train minibatch error =  0.12
-->  2 18750 chunk_12_50000.pkl
training @ iter =  2400 , cost =  0.15742726624
training @ iter =  2500 , cost =  0.205106586218
--> train minibatch error =  0.12
-->  2 29300 chunk_12_50000.pkl
training @ iter =  2600 , cost =  0.0567832961679
--> train minibatch error =  0.16
-->  2 34450 chunk_12_50000.pkl
--> train minibatch error =  0.2
-->  2 34850 chunk_12_50000.pkl
training @ iter =  2700 , cost =  0.100510925055
--> train minibatch error =  0.12
-->  2 35600 chunk_12_50000.pkl
--> train minibatch error =  0.16
-->  2 36500 chunk_12_50000.pkl
--> train minibatch error =  0.14
-->  2 36650 chunk_12_50000.pkl
--> train minibatch error =  0.12
-->  2 36800 chunk_12_50000.pkl
--> train minibatch error =  0.12
-->  2 39250 chunk_12_50000.pkl
training @ iter =  2800 , cost =  0.0321874953806
--> train minibatch error =  0.16
-->  2 40800 chunk_12_50000.pkl
--> train minibatch error =  0.12
-->  2 42850 chunk_12_50000.pkl
training @ iter =  2900 , cost =  0.179023012519
training @ iter =  3000 , cost =  0.242779955268
--> train minibatch error =  0.14
-->  3 3550 chunk_13_50000.pkl
training @ iter =  3100 , cost =  0.047952786088
training @ iter =  3200 , cost =  0.128001645207
--> train minibatch error =  0.16
-->  3 10200 chunk_13_50000.pkl
--> train minibatch error =  0.34
-->  3 10250 chunk_13_50000.pkl
--> train minibatch error =  0.12
-->  3 10300 chunk_13_50000.pkl
--> train minibatch error =  0.18
-->  3 10350 chunk_13_50000.pkl
--> train minibatch error =  0.12
-->  3 12750 chunk_13_50000.pkl
training @ iter =  3300 , cost =  0.0330458171666
--> train minibatch error =  0.14
-->  3 16450 chunk_13_50000.pkl
--> train minibatch error =  0.16
-->  3 17350 chunk_13_50000.pkl
--> train minibatch error =  0.14
-->  3 18350 chunk_13_50000.pkl
--> train minibatch error =  0.24
-->  3 18400 chunk_13_50000.pkl
--> train minibatch error =  0.42
-->  3 18450 chunk_13_50000.pkl
--> train minibatch error =  0.42
-->  3 18500 chunk_13_50000.pkl
--> train minibatch error =  0.26
-->  3 18600 chunk_13_50000.pkl
--> train minibatch error =  0.18
-->  3 18650 chunk_13_50000.pkl
--> train minibatch error =  0.48
-->  3 18750 chunk_13_50000.pkl
--> train minibatch error =  0.42
-->  3 18800 chunk_13_50000.pkl
--> train minibatch error =  0.22
-->  3 18850 chunk_13_50000.pkl
--> train minibatch error =  0.42
-->  3 18900 chunk_13_50000.pkl
--> train minibatch error =  0.36
-->  3 19300 chunk_13_50000.pkl
--> train minibatch error =  0.12
-->  3 19400 chunk_13_50000.pkl
training @ iter =  3400 , cost =  0.261238187551
--> train minibatch error =  0.14
-->  3 20250 chunk_13_50000.pkl
--> train minibatch error =  0.24
-->  3 20300 chunk_13_50000.pkl
--> train minibatch error =  0.14
-->  3 20350 chunk_13_50000.pkl
--> train minibatch error =  0.24
-->  3 23250 chunk_13_50000.pkl
--> train minibatch error =  0.22
-->  3 23300 chunk_13_50000.pkl
--> train minibatch error =  0.26
-->  3 24250 chunk_13_50000.pkl
training @ iter =  3500 , cost =  0.027833532542
--> train minibatch error =  0.12
-->  3 27450 chunk_13_50000.pkl
--> train minibatch error =  0.16
-->  3 27500 chunk_13_50000.pkl
--> train minibatch error =  0.34
-->  3 27600 chunk_13_50000.pkl
--> train minibatch error =  0.12
-->  3 28150 chunk_13_50000.pkl
training @ iter =  3600 , cost =  0.00819095037878
--> train minibatch error =  0.18
-->  3 34000 chunk_13_50000.pkl
--> train minibatch error =  0.12
-->  3 34250 chunk_13_50000.pkl
--> train minibatch error =  0.12
-->  3 34300 chunk_13_50000.pkl
--> train minibatch error =  0.16
-->  3 34400 chunk_13_50000.pkl
--> train minibatch error =  0.14
-->  3 34450 chunk_13_50000.pkl
--> train minibatch error =  0.14
-->  3 34550 chunk_13_50000.pkl
training @ iter =  3700 , cost =  0.0173354800791
training @ iter =  3800 , cost =  0.0607369504869
training @ iter =  3900 , cost =  0.229322165251
iter  3999  validation
epoch 1, iter 4000, validation error 2.055000 %
epoch 1, iter 4000, train minibatch error 6.000000 %
epoch 1, iter 4000, train buffer error 1.400000 %
patience =  50000 0.99 7998
FPR, FNR =  0.0315754480083 0.00967802238837
training @ iter =  4000 , cost =  0.433389902115
--> train minibatch error =  0.14
-->  4 0 chunk_14_50000.pkl
training @ iter =  4100 , cost =  0.0330993793905
training @ iter =  4200 , cost =  0.0151148876175
--> train minibatch error =  0.26
-->  4 14950 chunk_14_50000.pkl
training @ iter =  4300 , cost =  0.104238815606
training @ iter =  4400 , cost =  0.299240499735
--> train minibatch error =  0.12
-->  4 22050 chunk_14_50000.pkl
--> train minibatch error =  0.12
-->  4 24200 chunk_14_50000.pkl
training @ iter =  4500 , cost =  0.0233983565122
--> train minibatch error =  0.12
-->  4 26450 chunk_14_50000.pkl
--> train minibatch error =  0.16
-->  4 26500 chunk_14_50000.pkl
training @ iter =  4600 , cost =  0.0345751047134
--> train minibatch error =  0.12
-->  4 32750 chunk_14_50000.pkl
training @ iter =  4700 , cost =  0.00899963174015
--> train minibatch error =  0.2
-->  4 36550 chunk_14_50000.pkl
--> train minibatch error =  0.14
-->  4 36600 chunk_14_50000.pkl
--> train minibatch error =  0.36
-->  4 39850 chunk_14_50000.pkl
--> train minibatch error =  0.14
-->  4 39900 chunk_14_50000.pkl
training @ iter =  4800 , cost =  0.484090209007
--> train minibatch error =  0.14
-->  4 40000 chunk_14_50000.pkl
training @ iter =  4900 , cost =  0.0213157869875
--> train minibatch error =  0.16
-->  4 46200 chunk_14_50000.pkl
training @ iter =  5000 , cost =  0.0276621803641
training @ iter =  5100 , cost =  0.040936678648
--> train minibatch error =  0.12
-->  5 5900 chunk_15_50000.pkl
--> train minibatch error =  0.22
-->  5 5950 chunk_15_50000.pkl
--> train minibatch error =  0.3
-->  5 6000 chunk_15_50000.pkl
training @ iter =  5200 , cost =  0.0158735755831
training @ iter =  5300 , cost =  0.0161493048072
training @ iter =  5400 , cost =  0.104479312897
--> train minibatch error =  0.16
-->  5 23350 chunk_15_50000.pkl
--> train minibatch error =  0.34
-->  5 23450 chunk_15_50000.pkl
--> train minibatch error =  0.14
-->  5 23500 chunk_15_50000.pkl
training @ iter =  5500 , cost =  0.068320736289
--> train minibatch error =  0.14
-->  5 25450 chunk_15_50000.pkl
training @ iter =  5600 , cost =  0.0158471129835
training @ iter =  5700 , cost =  0.0168885663152
--> train minibatch error =  0.12
-->  5 35700 chunk_15_50000.pkl
training @ iter =  5800 , cost =  0.00356823066249
--> train minibatch error =  0.12
-->  5 44950 chunk_15_50000.pkl
training @ iter =  5900 , cost =  0.069530941546
iter  5999  validation
epoch 1, iter 6000, validation error 1.683000 %
epoch 1, iter 6000, train minibatch error 0.000000 %
epoch 1, iter 6000, train buffer error 1.100000 %
patience =  50000 0.99 11998
FPR, FNR =  0.0162129554786 0.0174986433713
training @ iter =  6000 , cost =  0.00193410157226
training @ iter =  6100 , cost =  0.204462230206
training @ iter =  6200 , cost =  0.00706909317523
training @ iter =  6300 , cost =  0.296157926321
training @ iter =  6400 , cost =  0.0100991846994
--> train minibatch error =  0.12
-->  6 23550 chunk_16_50000.pkl
training @ iter =  6500 , cost =  0.102682858706
training @ iter =  6600 , cost =  0.0250437036157
--> train minibatch error =  0.12
-->  6 33250 chunk_16_50000.pkl
training @ iter =  6700 , cost =  0.122110195458
--> train minibatch error =  0.12
-->  6 37950 chunk_16_50000.pkl
training @ iter =  6800 , cost =  0.00238717161119
--> train minibatch error =  0.16
-->  6 41000 chunk_16_50000.pkl
--> train minibatch error =  0.12
-->  6 41650 chunk_16_50000.pkl
training @ iter =  6900 , cost =  0.0340561494231
training @ iter =  7000 , cost =  0.140411525965
--> train minibatch error =  0.3
-->  7 1500 chunk_17_50000.pkl
--> train minibatch error =  0.38
-->  7 1600 chunk_17_50000.pkl
--> train minibatch error =  0.12
-->  7 3650 chunk_17_50000.pkl
training @ iter =  7100 , cost =  0.0212793443352
training @ iter =  7200 , cost =  0.0103901410475
training @ iter =  7300 , cost =  0.0557437166572
training @ iter =  7400 , cost =  0.107176750898
training @ iter =  7500 , cost =  0.0489537827671
training @ iter =  7600 , cost =  0.00483922660351
--> train minibatch error =  0.2
-->  7 33350 chunk_17_50000.pkl
--> train minibatch error =  0.16
-->  7 34400 chunk_17_50000.pkl
training @ iter =  7700 , cost =  0.0420942418277
training @ iter =  7800 , cost =  0.0502975173295
--> train minibatch error =  0.22
-->  7 44700 chunk_17_50000.pkl
--> train minibatch error =  0.12
-->  7 44750 chunk_17_50000.pkl
--> train minibatch error =  0.12
-->  7 44800 chunk_17_50000.pkl
training @ iter =  7900 , cost =  0.0215154401958
--> train minibatch error =  0.12
-->  7 45300 chunk_17_50000.pkl
--> train minibatch error =  0.12
-->  7 47250 chunk_17_50000.pkl
--> train minibatch error =  0.16
-->  7 47350 chunk_17_50000.pkl
--> train minibatch error =  0.12
-->  7 47500 chunk_17_50000.pkl
iter  7999  validation
epoch 1, iter 8000, validation error 1.638000 %
epoch 1, iter 8000, train minibatch error 2.000000 %
epoch 1, iter 8000, train buffer error 0.800000 %
patience =  50000 0.99 15998
FPR, FNR =  0.0231439198852 0.00960499487165
training @ iter =  8000 , cost =  0.0109105920419
--> train minibatch error =  0.2
-->  8 4750 chunk_18_50000.pkl
--> train minibatch error =  0.22
-->  8 4800 chunk_18_50000.pkl
--> train minibatch error =  0.12
-->  8 4850 chunk_18_50000.pkl
training @ iter =  8100 , cost =  0.223300918937
training @ iter =  8200 , cost =  0.01680925861
training @ iter =  8300 , cost =  0.178447470069
training @ iter =  8400 , cost =  0.0115028396249
training @ iter =  8500 , cost =  0.0635045990348
training @ iter =  8600 , cost =  0.00462364777923
--> train minibatch error =  0.42
-->  8 30400 chunk_18_50000.pkl
--> train minibatch error =  0.14
-->  8 30450 chunk_18_50000.pkl
--> train minibatch error =  0.18
-->  8 33600 chunk_18_50000.pkl
training @ iter =  8700 , cost =  0.105317503214
training @ iter =  8800 , cost =  0.0157606657594
