Couldn't import dot_parser, loading of dot files will not be possible.
nkerns =  [32 64 64 64] (4,)
--> train minibatch error =  0.38
-->  0 5850 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 5900 chunk_10_50000.pkl
--> train minibatch error =  0.36
-->  0 5950 chunk_10_50000.pkl
--> train minibatch error =  0.44
-->  0 6000 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 6050 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 6450 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 6500 chunk_10_50000.pkl
--> train minibatch error =  0.3
-->  0 6550 chunk_10_50000.pkl
--> train minibatch error =  0.36
-->  0 6600 chunk_10_50000.pkl
--> train minibatch error =  0.24
-->  0 6650 chunk_10_50000.pkl
--> train minibatch error =  0.32
-->  0 6700 chunk_10_50000.pkl
--> train minibatch error =  0.36
-->  0 6750 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 6800 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 6850 chunk_10_50000.pkl
--> train minibatch error =  0.28
-->  0 6900 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 6950 chunk_10_50000.pkl
--> train minibatch error =  0.28
-->  0 7000 chunk_10_50000.pkl
--> train minibatch error =  0.24
-->  0 7050 chunk_10_50000.pkl
--> train minibatch error =  0.3
-->  0 7100 chunk_10_50000.pkl
--> train minibatch error =  0.34
-->  0 7150 chunk_10_50000.pkl
--> train minibatch error =  0.36
-->  0 7200 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 7250 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 7300 chunk_10_50000.pkl
--> train minibatch error =  0.3
-->  0 7350 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 7400 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 7450 chunk_10_50000.pkl
--> train minibatch error =  0.24
-->  0 7500 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 7850 chunk_10_50000.pkl
--> train minibatch error =  0.24
-->  0 8000 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 8050 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 8100 chunk_10_50000.pkl
--> train minibatch error =  0.34
-->  0 8150 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 8200 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 8250 chunk_10_50000.pkl
--> train minibatch error =  0.26
-->  0 8300 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 8350 chunk_10_50000.pkl
--> train minibatch error =  0.26
-->  0 8400 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 8450 chunk_10_50000.pkl
--> train minibatch error =  0.4
-->  0 8500 chunk_10_50000.pkl
--> train minibatch error =  0.26
-->  0 8550 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 8600 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 8650 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 8700 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 8800 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 8850 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 8950 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 9000 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 9100 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 9150 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 9200 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 9250 chunk_10_50000.pkl
--> train minibatch error =  0.42
-->  0 9300 chunk_10_50000.pkl
--> train minibatch error =  0.3
-->  0 9350 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 9400 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 9450 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 9500 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 9550 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 9650 chunk_10_50000.pkl
--> train minibatch error =  0.32
-->  0 9700 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 9750 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 9850 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 9900 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 9950 chunk_10_50000.pkl
training @ iter =  200 , cost =  0.306607812643
--> train minibatch error =  0.12
-->  0 10000 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 10150 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 10200 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 10250 chunk_10_50000.pkl
--> train minibatch error =  0.26
-->  0 10400 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 10450 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 10650 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 10700 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 10850 chunk_10_50000.pkl
--> train minibatch error =  0.3
-->  0 10900 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 10950 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 11000 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 11300 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 11350 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 11650 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 11700 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 11800 chunk_10_50000.pkl
--> train minibatch error =  0.24
-->  0 11900 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 12150 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 12300 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 12850 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 12900 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 13000 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 13050 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 13200 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 13300 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 13400 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 13700 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 14350 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 14500 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 14600 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 14750 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 14850 chunk_10_50000.pkl
training @ iter =  300 , cost =  0.23637932539
--> train minibatch error =  0.24
-->  0 15500 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 15600 chunk_10_50000.pkl
--> train minibatch error =  0.28
-->  0 15650 chunk_10_50000.pkl
--> train minibatch error =  0.28
-->  0 15750 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 16250 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 16300 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 16400 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 16850 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 17550 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 18550 chunk_10_50000.pkl
--> train minibatch error =  0.28
-->  0 18600 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 18650 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 18750 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 19650 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 19700 chunk_10_50000.pkl
training @ iter =  400 , cost =  0.283374875784
--> train minibatch error =  0.16
-->  0 20300 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 20900 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 21650 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 23150 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 24000 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 24050 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 24300 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 24550 chunk_10_50000.pkl
training @ iter =  500 , cost =  0.0862105563283
--> train minibatch error =  0.12
-->  0 25700 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 26500 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 28900 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 28950 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 29050 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 29450 chunk_10_50000.pkl
training @ iter =  600 , cost =  0.202996984124
--> train minibatch error =  0.24
-->  0 31200 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 31450 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 31500 chunk_10_50000.pkl
--> train minibatch error =  0.5
-->  0 31650 chunk_10_50000.pkl
--> train minibatch error =  0.28
-->  0 31700 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 31750 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 31800 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 31900 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 32050 chunk_10_50000.pkl
--> train minibatch error =  0.24
-->  0 32600 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 32750 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 32800 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 32950 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 33600 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 34450 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 34750 chunk_10_50000.pkl
training @ iter =  700 , cost =  0.109986230731
--> train minibatch error =  0.14
-->  0 35200 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 35250 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 35450 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 35850 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 38450 chunk_10_50000.pkl
--> train minibatch error =  0.24
-->  0 38600 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 38650 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 38700 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 38800 chunk_10_50000.pkl
training @ iter =  800 , cost =  0.10293481499
--> train minibatch error =  0.2
-->  0 40650 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 43250 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 43300 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 43350 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 43850 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 43950 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 44000 chunk_10_50000.pkl
training @ iter =  900 , cost =  0.145634606481
--> train minibatch error =  0.16
-->  0 46300 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 46850 chunk_10_50000.pkl
training @ iter =  1000 , cost =  0.0260858442634
--> train minibatch error =  0.22
-->  1 750 chunk_11_50000.pkl
--> train minibatch error =  0.12
-->  1 1750 chunk_11_50000.pkl
--> train minibatch error =  0.12
-->  1 3350 chunk_11_50000.pkl
training @ iter =  1100 , cost =  0.0652990117669
--> train minibatch error =  0.12
-->  1 5350 chunk_11_50000.pkl
--> train minibatch error =  0.4
-->  1 5450 chunk_11_50000.pkl
--> train minibatch error =  0.36
-->  1 5500 chunk_11_50000.pkl
--> train minibatch error =  0.14
-->  1 7950 chunk_11_50000.pkl
--> train minibatch error =  0.12
-->  1 9350 chunk_11_50000.pkl
--> train minibatch error =  0.14
-->  1 9700 chunk_11_50000.pkl
--> train minibatch error =  0.18
-->  1 9750 chunk_11_50000.pkl
training @ iter =  1200 , cost =  0.0264424905181
--> train minibatch error =  0.18
-->  1 10150 chunk_11_50000.pkl
--> train minibatch error =  0.12
-->  1 13950 chunk_11_50000.pkl
training @ iter =  1300 , cost =  0.0681633129716
--> train minibatch error =  0.12
-->  1 16150 chunk_11_50000.pkl
training @ iter =  1400 , cost =  0.00888771563768
--> train minibatch error =  0.12
-->  1 20150 chunk_11_50000.pkl
--> train minibatch error =  0.14
-->  1 24200 chunk_11_50000.pkl
training @ iter =  1500 , cost =  0.114793814719
--> train minibatch error =  0.12
-->  1 27000 chunk_11_50000.pkl
--> train minibatch error =  0.14
-->  1 27500 chunk_11_50000.pkl
training @ iter =  1600 , cost =  0.0401034504175
--> train minibatch error =  0.12
-->  1 34250 chunk_11_50000.pkl
training @ iter =  1700 , cost =  0.0234583988786
--> train minibatch error =  0.14
-->  1 35350 chunk_11_50000.pkl
--> train minibatch error =  0.16
-->  1 35400 chunk_11_50000.pkl
--> train minibatch error =  0.5
-->  1 35450 chunk_11_50000.pkl
--> train minibatch error =  0.26
-->  1 39400 chunk_11_50000.pkl
--> train minibatch error =  0.3
-->  1 39450 chunk_11_50000.pkl
--> train minibatch error =  0.2
-->  1 39500 chunk_11_50000.pkl
--> train minibatch error =  0.14
-->  1 39650 chunk_11_50000.pkl
--> train minibatch error =  0.14
-->  1 39900 chunk_11_50000.pkl
training @ iter =  1800 , cost =  0.0476405136287
training @ iter =  1900 , cost =  0.147643998265
--> train minibatch error =  0.12
-->  1 47050 chunk_11_50000.pkl
--> train minibatch error =  0.12
-->  1 47500 chunk_11_50000.pkl
iter  1999  validation
epoch 1, iter 2000, validation loss 0.067582
epoch 1, iter 2000, validation error 2.116000 %
epoch 1, iter 2000, train minibatch error 0.000000 %
epoch 1, iter 2000, train buffer error 1.600000 %
patience =  50000 0.99 3998
training @ iter =  2000 , cost =  0.0180244836956
--> train minibatch error =  0.12
-->  2 100 chunk_12_50000.pkl
--> train minibatch error =  0.16
-->  2 3750 chunk_12_50000.pkl
training @ iter =  2100 , cost =  0.0295913927257
--> train minibatch error =  0.12
-->  2 5050 chunk_12_50000.pkl
--> train minibatch error =  0.12
-->  2 6450 chunk_12_50000.pkl
--> train minibatch error =  0.22
-->  2 6500 chunk_12_50000.pkl
--> train minibatch error =  0.32
-->  2 6550 chunk_12_50000.pkl
--> train minibatch error =  0.24
-->  2 6600 chunk_12_50000.pkl
--> train minibatch error =  0.2
-->  2 6650 chunk_12_50000.pkl
--> train minibatch error =  0.16
-->  2 7150 chunk_12_50000.pkl
--> train minibatch error =  0.28
-->  2 7200 chunk_12_50000.pkl
--> train minibatch error =  0.2
-->  2 7250 chunk_12_50000.pkl
--> train minibatch error =  0.12
-->  2 7350 chunk_12_50000.pkl
--> train minibatch error =  0.3
-->  2 7400 chunk_12_50000.pkl
--> train minibatch error =  0.12
-->  2 7700 chunk_12_50000.pkl
--> train minibatch error =  0.12
-->  2 7900 chunk_12_50000.pkl
--> train minibatch error =  0.12
-->  2 9250 chunk_12_50000.pkl
training @ iter =  2200 , cost =  0.0376844294369
training @ iter =  2300 , cost =  0.0080304434523
--> train minibatch error =  0.12
-->  2 18750 chunk_12_50000.pkl
training @ iter =  2400 , cost =  0.189064487815
training @ iter =  2500 , cost =  0.128964424133
--> train minibatch error =  0.16
-->  2 26900 chunk_12_50000.pkl
--> train minibatch error =  0.12
-->  2 28300 chunk_12_50000.pkl
--> train minibatch error =  0.12
-->  2 28550 chunk_12_50000.pkl
--> train minibatch error =  0.14
-->  2 29300 chunk_12_50000.pkl
training @ iter =  2600 , cost =  0.0501617230475
--> train minibatch error =  0.12
-->  2 33750 chunk_12_50000.pkl
--> train minibatch error =  0.2
-->  2 34850 chunk_12_50000.pkl
training @ iter =  2700 , cost =  0.129410967231
training @ iter =  2800 , cost =  0.0374828875065
--> train minibatch error =  0.18
-->  2 40800 chunk_12_50000.pkl
training @ iter =  2900 , cost =  0.148533642292
--> train minibatch error =  0.12
-->  2 47300 chunk_12_50000.pkl
training @ iter =  3000 , cost =  0.255595564842
--> train minibatch error =  0.2
-->  3 3550 chunk_13_50000.pkl
--> train minibatch error =  0.12
-->  3 3600 chunk_13_50000.pkl
training @ iter =  3100 , cost =  0.0397876612842
--> train minibatch error =  0.16
-->  3 6550 chunk_13_50000.pkl
--> train minibatch error =  0.28
-->  3 6650 chunk_13_50000.pkl
training @ iter =  3200 , cost =  0.0440812595189
--> train minibatch error =  0.16
-->  3 10200 chunk_13_50000.pkl
--> train minibatch error =  0.26
-->  3 10250 chunk_13_50000.pkl
--> train minibatch error =  0.48
-->  3 10300 chunk_13_50000.pkl
--> train minibatch error =  0.34
-->  3 10350 chunk_13_50000.pkl
training @ iter =  3300 , cost =  0.035933829844
--> train minibatch error =  0.16
-->  3 18350 chunk_13_50000.pkl
--> train minibatch error =  0.42
-->  3 18450 chunk_13_50000.pkl
--> train minibatch error =  0.5
-->  3 18500 chunk_13_50000.pkl
--> train minibatch error =  0.2
-->  3 18900 chunk_13_50000.pkl
--> train minibatch error =  0.12
-->  3 19300 chunk_13_50000.pkl
training @ iter =  3400 , cost =  0.084526270628
--> train minibatch error =  0.16
-->  3 20250 chunk_13_50000.pkl
--> train minibatch error =  0.2
-->  3 20300 chunk_13_50000.pkl
--> train minibatch error =  0.44
-->  3 23250 chunk_13_50000.pkl
--> train minibatch error =  0.18
-->  3 23300 chunk_13_50000.pkl
--> train minibatch error =  0.12
-->  3 23500 chunk_13_50000.pkl
--> train minibatch error =  0.16
-->  3 24250 chunk_13_50000.pkl
training @ iter =  3500 , cost =  0.0173607319593
--> train minibatch error =  0.12
-->  3 27450 chunk_13_50000.pkl
--> train minibatch error =  0.18
-->  3 27500 chunk_13_50000.pkl
--> train minibatch error =  0.12
-->  3 27600 chunk_13_50000.pkl
training @ iter =  3600 , cost =  0.0108397081494
--> train minibatch error =  0.14
-->  3 32100 chunk_13_50000.pkl
--> train minibatch error =  0.12
-->  3 32150 chunk_13_50000.pkl
--> train minibatch error =  0.18
-->  3 33450 chunk_13_50000.pkl
--> train minibatch error =  0.26
-->  3 34000 chunk_13_50000.pkl
--> train minibatch error =  0.16
-->  3 34100 chunk_13_50000.pkl
--> train minibatch error =  0.14
-->  3 34400 chunk_13_50000.pkl
--> train minibatch error =  0.14
-->  3 34500 chunk_13_50000.pkl
training @ iter =  3700 , cost =  0.0211891122162
training @ iter =  3800 , cost =  0.0171000529081
--> train minibatch error =  0.14
-->  3 44850 chunk_13_50000.pkl
training @ iter =  3900 , cost =  0.175018459558
--> train minibatch error =  0.12
-->  3 46650 chunk_13_50000.pkl
iter  3999  validation
epoch 1, iter 4000, validation loss 0.063173
epoch 1, iter 4000, validation error 2.029000 %
epoch 1, iter 4000, train minibatch error 6.000000 %
epoch 1, iter 4000, train buffer error 1.500000 %
patience =  50000 0.99 7998
training @ iter =  4000 , cost =  0.437603145838
--> train minibatch error =  0.16
-->  4 0 chunk_14_50000.pkl
--> train minibatch error =  0.16
-->  4 100 chunk_14_50000.pkl
training @ iter =  4100 , cost =  0.0235829167068
training @ iter =  4200 , cost =  0.00581694487482
--> train minibatch error =  0.12
-->  4 10150 chunk_14_50000.pkl
--> train minibatch error =  0.36
-->  4 14950 chunk_14_50000.pkl
training @ iter =  4300 , cost =  0.207140371203
--> train minibatch error =  0.2
-->  4 15050 chunk_14_50000.pkl
training @ iter =  4400 , cost =  0.319292068481
--> train minibatch error =  0.14
-->  4 21850 chunk_14_50000.pkl
--> train minibatch error =  0.12
-->  4 22000 chunk_14_50000.pkl
training @ iter =  4500 , cost =  0.0195391494781
--> train minibatch error =  0.14
-->  4 26400 chunk_14_50000.pkl
--> train minibatch error =  0.44
-->  4 26500 chunk_14_50000.pkl
training @ iter =  4600 , cost =  0.0271085258573
--> train minibatch error =  0.12
-->  4 34350 chunk_14_50000.pkl
training @ iter =  4700 , cost =  0.0162465628237
--> train minibatch error =  0.26
-->  4 36550 chunk_14_50000.pkl
--> train minibatch error =  0.28
-->  4 36600 chunk_14_50000.pkl
--> train minibatch error =  0.4
-->  4 39850 chunk_14_50000.pkl
--> train minibatch error =  0.12
-->  4 39900 chunk_14_50000.pkl
training @ iter =  4800 , cost =  0.560086429119
--> train minibatch error =  0.12
-->  4 40000 chunk_14_50000.pkl
training @ iter =  4900 , cost =  0.0466929115355
