Couldn't import dot_parser, loading of dot files will not be possible.
nkerns =  [32 64 64 64] (4,)
--> train minibatch error =  0.18
-->  0 6800 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 6850 chunk_10_50000.pkl
--> train minibatch error =  0.24
-->  0 6900 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 7000 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 7150 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 7200 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 7350 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 7400 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 7500 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 7850 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 8000 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 8150 chunk_10_50000.pkl
--> train minibatch error =  0.26
-->  0 8500 chunk_10_50000.pkl
--> train minibatch error =  0.3
-->  0 8650 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 9200 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 9300 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 9350 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 9500 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 9850 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 9900 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 9950 chunk_10_50000.pkl
training @ iter =  200 , cost =  0.207953810692
--> train minibatch error =  0.14
-->  0 10850 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 11650 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 11900 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 12900 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 14450 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 14750 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 14850 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 14900 chunk_10_50000.pkl
training @ iter =  300 , cost =  0.17993016541
--> train minibatch error =  0.14
-->  0 15050 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 15100 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 15150 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 15300 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 15400 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 15500 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 15600 chunk_10_50000.pkl
--> train minibatch error =  0.34
-->  0 15650 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 16400 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 17550 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 18550 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 18600 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 18750 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 19650 chunk_10_50000.pkl
training @ iter =  400 , cost =  0.27322280407
--> train minibatch error =  0.14
-->  0 20300 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 20900 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 23850 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 23950 chunk_10_50000.pkl
training @ iter =  500 , cost =  0.0554584078491
--> train minibatch error =  0.14
-->  0 25700 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 26500 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 26900 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 28900 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 28950 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 29050 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 29100 chunk_10_50000.pkl
training @ iter =  600 , cost =  0.225608572364
--> train minibatch error =  0.24
-->  0 31200 chunk_10_50000.pkl
--> train minibatch error =  0.28
-->  0 31700 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 32600 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 32750 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 32800 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 32950 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 33600 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 34450 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 34750 chunk_10_50000.pkl
training @ iter =  700 , cost =  0.0675160586834
--> train minibatch error =  0.16
-->  0 35200 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 35450 chunk_10_50000.pkl
--> train minibatch error =  0.3
-->  0 38600 chunk_10_50000.pkl
--> train minibatch error =  0.24
-->  0 38650 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 38700 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 39100 chunk_10_50000.pkl
training @ iter =  800 , cost =  0.0727917030454
--> train minibatch error =  0.18
-->  0 40650 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 43250 chunk_10_50000.pkl
--> train minibatch error =  0.26
-->  0 43300 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 43350 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 43850 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 43950 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 44000 chunk_10_50000.pkl
training @ iter =  900 , cost =  0.140403106809
--> train minibatch error =  0.12
-->  0 45400 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 46300 chunk_10_50000.pkl
training @ iter =  1000 , cost =  0.0189867261797
--> train minibatch error =  0.22
-->  1 750 chunk_11_50000.pkl
--> train minibatch error =  0.14
-->  1 1750 chunk_11_50000.pkl
training @ iter =  1100 , cost =  0.114576488733
--> train minibatch error =  0.44
-->  1 5450 chunk_11_50000.pkl
--> train minibatch error =  0.34
-->  1 5500 chunk_11_50000.pkl
--> train minibatch error =  0.14
-->  1 7950 chunk_11_50000.pkl
--> train minibatch error =  0.14
-->  1 9350 chunk_11_50000.pkl
--> train minibatch error =  0.18
-->  1 9700 chunk_11_50000.pkl
--> train minibatch error =  0.14
-->  1 9750 chunk_11_50000.pkl
training @ iter =  1200 , cost =  0.0702920556068
--> train minibatch error =  0.12
-->  1 11250 chunk_11_50000.pkl
--> train minibatch error =  0.12
-->  1 13950 chunk_11_50000.pkl
training @ iter =  1300 , cost =  0.0386922322214
--> train minibatch error =  0.12
-->  1 16150 chunk_11_50000.pkl
training @ iter =  1400 , cost =  0.0176887102425
--> train minibatch error =  0.14
-->  1 24200 chunk_11_50000.pkl
training @ iter =  1500 , cost =  0.0812315046787
--> train minibatch error =  0.14
-->  1 27500 chunk_11_50000.pkl
training @ iter =  1600 , cost =  0.0367220416665
training @ iter =  1700 , cost =  0.034302726388
--> train minibatch error =  0.14
-->  1 35350 chunk_11_50000.pkl
--> train minibatch error =  0.48
-->  1 35450 chunk_11_50000.pkl
--> train minibatch error =  0.16
-->  1 39400 chunk_11_50000.pkl
--> train minibatch error =  0.28
-->  1 39450 chunk_11_50000.pkl
--> train minibatch error =  0.18
-->  1 39500 chunk_11_50000.pkl
training @ iter =  1800 , cost =  0.0282333176583
training @ iter =  1900 , cost =  0.131949365139
iter  1999  validation
epoch 1, iter 2000, validation loss 0.059248
epoch 1, iter 2000, validation error 1.884000 %
epoch 1, iter 2000, train minibatch error 0.000000 %
epoch 1, iter 2000, train buffer error 1.200000 %
patience =  50000 0.99 3998
training @ iter =  2000 , cost =  0.0158520452678
--> train minibatch error =  0.16
-->  2 3750 chunk_12_50000.pkl
training @ iter =  2100 , cost =  0.0453872457147
--> train minibatch error =  0.14
-->  2 5050 chunk_12_50000.pkl
--> train minibatch error =  0.12
-->  2 6450 chunk_12_50000.pkl
--> train minibatch error =  0.16
-->  2 6500 chunk_12_50000.pkl
--> train minibatch error =  0.26
-->  2 6550 chunk_12_50000.pkl
--> train minibatch error =  0.26
-->  2 6600 chunk_12_50000.pkl
--> train minibatch error =  0.16
-->  2 6650 chunk_12_50000.pkl
--> train minibatch error =  0.16
-->  2 7150 chunk_12_50000.pkl
training @ iter =  2200 , cost =  0.0165466684848
training @ iter =  2300 , cost =  0.00450834259391
--> train minibatch error =  0.12
-->  2 18750 chunk_12_50000.pkl
training @ iter =  2400 , cost =  0.256939291954
training @ iter =  2500 , cost =  0.107146479189
training @ iter =  2600 , cost =  0.039879232645
--> train minibatch error =  0.16
-->  2 34850 chunk_12_50000.pkl
training @ iter =  2700 , cost =  0.112357616425
training @ iter =  2800 , cost =  0.0269975941628
--> train minibatch error =  0.18
-->  2 40800 chunk_12_50000.pkl
--> train minibatch error =  0.12
-->  2 43000 chunk_12_50000.pkl
training @ iter =  2900 , cost =  0.200897350907
--> train minibatch error =  0.16
-->  2 47300 chunk_12_50000.pkl
training @ iter =  3000 , cost =  0.278539299965
--> train minibatch error =  0.14
-->  3 3550 chunk_13_50000.pkl
--> train minibatch error =  0.12
-->  3 3600 chunk_13_50000.pkl
training @ iter =  3100 , cost =  0.0442894808948
--> train minibatch error =  0.34
-->  3 6650 chunk_13_50000.pkl
--> train minibatch error =  0.12
-->  3 6700 chunk_13_50000.pkl
training @ iter =  3200 , cost =  0.0357380099595
--> train minibatch error =  0.18
-->  3 10200 chunk_13_50000.pkl
--> train minibatch error =  0.24
-->  3 10250 chunk_13_50000.pkl
--> train minibatch error =  0.52
-->  3 10300 chunk_13_50000.pkl
--> train minibatch error =  0.38
-->  3 10350 chunk_13_50000.pkl
training @ iter =  3300 , cost =  0.0143219139427
--> train minibatch error =  0.14
-->  3 18350 chunk_13_50000.pkl
--> train minibatch error =  0.18
-->  3 18400 chunk_13_50000.pkl
--> train minibatch error =  0.42
-->  3 18450 chunk_13_50000.pkl
--> train minibatch error =  0.5
-->  3 18500 chunk_13_50000.pkl
--> train minibatch error =  0.22
-->  3 18900 chunk_13_50000.pkl
--> train minibatch error =  0.14
-->  3 19300 chunk_13_50000.pkl
training @ iter =  3400 , cost =  0.0736256614327
--> train minibatch error =  0.16
-->  3 20250 chunk_13_50000.pkl
--> train minibatch error =  0.2
-->  3 20300 chunk_13_50000.pkl
--> train minibatch error =  0.14
-->  3 23150 chunk_13_50000.pkl
--> train minibatch error =  0.5
-->  3 23250 chunk_13_50000.pkl
--> train minibatch error =  0.42
-->  3 23300 chunk_13_50000.pkl
--> train minibatch error =  0.16
-->  3 24250 chunk_13_50000.pkl
training @ iter =  3500 , cost =  0.02790867351
--> train minibatch error =  0.12
-->  3 27450 chunk_13_50000.pkl
--> train minibatch error =  0.18
-->  3 27500 chunk_13_50000.pkl
--> train minibatch error =  0.2
-->  3 27600 chunk_13_50000.pkl
training @ iter =  3600 , cost =  0.008744626306
--> train minibatch error =  0.12
-->  3 32100 chunk_13_50000.pkl
--> train minibatch error =  0.2
-->  3 34000 chunk_13_50000.pkl
training @ iter =  3700 , cost =  0.0163017734885
training @ iter =  3800 , cost =  0.0171810798347
--> train minibatch error =  0.12
-->  3 42750 chunk_13_50000.pkl
--> train minibatch error =  0.24
-->  3 42950 chunk_13_50000.pkl
--> train minibatch error =  0.28
-->  3 43200 chunk_13_50000.pkl
--> train minibatch error =  0.18
-->  3 43250 chunk_13_50000.pkl
--> train minibatch error =  0.28
-->  3 43300 chunk_13_50000.pkl
--> train minibatch error =  0.32
-->  3 43400 chunk_13_50000.pkl
--> train minibatch error =  0.32
-->  3 43450 chunk_13_50000.pkl
--> train minibatch error =  0.12
-->  3 43650 chunk_13_50000.pkl
--> train minibatch error =  0.16
-->  3 43750 chunk_13_50000.pkl
--> train minibatch error =  0.12
-->  3 44050 chunk_13_50000.pkl
--> train minibatch error =  0.14
-->  3 44100 chunk_13_50000.pkl
--> train minibatch error =  0.16
-->  3 44850 chunk_13_50000.pkl
training @ iter =  3900 , cost =  0.152688831091
--> train minibatch error =  0.12
-->  3 46600 chunk_13_50000.pkl
--> train minibatch error =  0.26
-->  3 46650 chunk_13_50000.pkl
iter  3999  validation
epoch 1, iter 4000, validation loss 0.068379
epoch 1, iter 4000, validation error 2.168000 %
epoch 1, iter 4000, train minibatch error 6.000000 %
epoch 1, iter 4000, train buffer error 1.600000 %
training @ iter =  4000 , cost =  0.467064678669
--> train minibatch error =  0.16
-->  4 0 chunk_14_50000.pkl
training @ iter =  4100 , cost =  0.0393239818513
training @ iter =  4200 , cost =  0.00726477568969
--> train minibatch error =  0.36
-->  4 14950 chunk_14_50000.pkl
training @ iter =  4300 , cost =  0.163181632757
--> train minibatch error =  0.36
-->  4 15000 chunk_14_50000.pkl
--> train minibatch error =  0.5
-->  4 15050 chunk_14_50000.pkl
--> train minibatch error =  0.12
-->  4 15450 chunk_14_50000.pkl
--> train minibatch error =  0.18
-->  4 15550 chunk_14_50000.pkl
--> train minibatch error =  0.14
-->  4 16200 chunk_14_50000.pkl
training @ iter =  4400 , cost =  0.202592089772
--> train minibatch error =  0.12
-->  4 21850 chunk_14_50000.pkl
training @ iter =  4500 , cost =  0.0126340873539
--> train minibatch error =  0.14
-->  4 26500 chunk_14_50000.pkl
training @ iter =  4600 , cost =  0.0136877158657
training @ iter =  4700 , cost =  0.0105162300169
--> train minibatch error =  0.2
-->  4 36550 chunk_14_50000.pkl
--> train minibatch error =  0.14
-->  4 36600 chunk_14_50000.pkl
--> train minibatch error =  0.4
-->  4 39850 chunk_14_50000.pkl
training @ iter =  4800 , cost =  0.402386277914
training @ iter =  4900 , cost =  0.0146302152425
--> train minibatch error =  0.12
-->  4 45850 chunk_14_50000.pkl
--> train minibatch error =  0.12
-->  4 46200 chunk_14_50000.pkl
training @ iter =  5000 , cost =  0.00834001321346
training @ iter =  5100 , cost =  0.0256360322237
--> train minibatch error =  0.22
-->  5 5950 chunk_15_50000.pkl
--> train minibatch error =  0.26
-->  5 6000 chunk_15_50000.pkl
training @ iter =  5200 , cost =  0.0153219578788
--> train minibatch error =  0.12
-->  5 12400 chunk_15_50000.pkl
training @ iter =  5300 , cost =  0.018044821918
training @ iter =  5400 , cost =  0.0735846981406
--> train minibatch error =  0.16
-->  5 23350 chunk_15_50000.pkl
--> train minibatch error =  0.48
-->  5 23450 chunk_15_50000.pkl
--> train minibatch error =  0.12
-->  5 23650 chunk_15_50000.pkl
training @ iter =  5500 , cost =  0.0238483659923
training @ iter =  5600 , cost =  0.0290434043854
training @ iter =  5700 , cost =  0.0180024430156
training @ iter =  5800 , cost =  0.00262605608441
training @ iter =  5900 , cost =  0.113561056554
iter  5999  validation
epoch 1, iter 6000, validation loss 0.047340
epoch 1, iter 6000, validation error 1.433000 %
epoch 1, iter 6000, train minibatch error 0.000000 %
epoch 1, iter 6000, train buffer error 1.400000 %
patience =  50000 0.99 11998
training @ iter =  6000 , cost =  0.00399460783228
--> train minibatch error =  0.14
-->  6 2900 chunk_16_50000.pkl
training @ iter =  6100 , cost =  0.14675475657
training @ iter =  6200 , cost =  0.0107436180115
--> train minibatch error =  0.12
-->  6 10100 chunk_16_50000.pkl
--> train minibatch error =  0.22
-->  6 10200 chunk_16_50000.pkl
--> train minibatch error =  0.12
-->  6 12750 chunk_16_50000.pkl
training @ iter =  6300 , cost =  0.162859484553
training @ iter =  6400 , cost =  0.00642412016168
training @ iter =  6500 , cost =  0.0347698219121
training @ iter =  6600 , cost =  0.0163033865392
training @ iter =  6700 , cost =  0.0612585879862
training @ iter =  6800 , cost =  0.00308622955345
--> train minibatch error =  0.18
-->  6 41000 chunk_16_50000.pkl
--> train minibatch error =  0.12
-->  6 41650 chunk_16_50000.pkl
training @ iter =  6900 , cost =  0.0356732197106
training @ iter =  7000 , cost =  0.0921229273081
--> train minibatch error =  0.2
-->  7 1500 chunk_17_50000.pkl
--> train minibatch error =  0.16
-->  7 1600 chunk_17_50000.pkl
--> train minibatch error =  0.14
-->  7 3650 chunk_17_50000.pkl
training @ iter =  7100 , cost =  0.0651048347354
training @ iter =  7200 , cost =  0.0036946493201
training @ iter =  7300 , cost =  0.0469410046935
training @ iter =  7400 , cost =  0.0855369344354
--> train minibatch error =  0.12
-->  7 21000 chunk_17_50000.pkl
training @ iter =  7500 , cost =  0.0608797781169
training @ iter =  7600 , cost =  0.00322827836499
--> train minibatch error =  0.2
-->  7 33350 chunk_17_50000.pkl
--> train minibatch error =  0.16
-->  7 33450 chunk_17_50000.pkl
--> train minibatch error =  0.16
-->  7 34400 chunk_17_50000.pkl
training @ iter =  7700 , cost =  0.0583032220602
training @ iter =  7800 , cost =  0.0616604946554
--> train minibatch error =  0.16
-->  7 44700 chunk_17_50000.pkl
training @ iter =  7900 , cost =  0.0126075558364
--> train minibatch error =  0.12
-->  7 47350 chunk_17_50000.pkl
--> train minibatch error =  0.16
-->  7 47450 chunk_17_50000.pkl
--> train minibatch error =  0.12
-->  7 47500 chunk_17_50000.pkl
iter  7999  validation
epoch 1, iter 8000, validation loss 0.044941
epoch 1, iter 8000, validation error 1.388000 %
epoch 1, iter 8000, train minibatch error 0.000000 %
epoch 1, iter 8000, train buffer error 0.600000 %
patience =  50000 0.99 15998
training @ iter =  8000 , cost =  0.00692040799186
--> train minibatch error =  0.28
-->  8 4750 chunk_18_50000.pkl
--> train minibatch error =  0.24
-->  8 4800 chunk_18_50000.pkl
training @ iter =  8100 , cost =  0.0930422767997
training @ iter =  8200 , cost =  0.0653533712029
training @ iter =  8300 , cost =  0.189026072621
training @ iter =  8400 , cost =  0.0271297935396
--> train minibatch error =  0.12
-->  8 24700 chunk_18_50000.pkl
training @ iter =  8500 , cost =  0.0358844846487
training @ iter =  8600 , cost =  0.00450314534828
--> train minibatch error =  0.14
-->  8 30350 chunk_18_50000.pkl
--> train minibatch error =  0.44
-->  8 30400 chunk_18_50000.pkl
--> train minibatch error =  0.42
-->  8 30450 chunk_18_50000.pkl
--> train minibatch error =  0.12
-->  8 31250 chunk_18_50000.pkl
--> train minibatch error =  0.14
-->  8 33600 chunk_18_50000.pkl
training @ iter =  8700 , cost =  0.106810577214
--> train minibatch error =  0.12
-->  8 35900 chunk_18_50000.pkl
--> train minibatch error =  0.18
-->  8 36250 chunk_18_50000.pkl
training @ iter =  8800 , cost =  0.0220500584692
training @ iter =  8900 , cost =  0.051416348666
--> train minibatch error =  0.12
-->  8 46100 chunk_18_50000.pkl
training @ iter =  9000 , cost =  0.00945057719946
training @ iter =  9100 , cost =  0.0346073918045
--> train minibatch error =  0.12
-->  9 7150 chunk_19_50000.pkl
training @ iter =  9200 , cost =  0.234890416265
training @ iter =  9300 , cost =  0.138668805361
training @ iter =  9400 , cost =  0.00788665842265
training @ iter =  9500 , cost =  0.00258624763228
--> train minibatch error =  0.12
-->  9 29850 chunk_19_50000.pkl
--> train minibatch error =  0.16
-->  9 29950 chunk_19_50000.pkl
training @ iter =  9600 , cost =  0.270027369261
training @ iter =  9700 , cost =  0.0045802895911
--> train minibatch error =  0.12
-->  9 35350 chunk_19_50000.pkl
training @ iter =  9800 , cost =  0.085483007133
training @ iter =  9900 , cost =  0.00584031594917
iter  9999  validation
epoch 1, iter 10000, validation loss 0.046923
epoch 1, iter 10000, validation error 1.433000 %
epoch 1, iter 10000, train minibatch error 0.000000 %
epoch 1, iter 10000, train buffer error 0.800000 %
training @ iter =  10000 , cost =  0.149793952703
training @ iter =  10100 , cost =  0.0430801957846
--> train minibatch error =  0.18
-->  10 9100 chunk_20_50000.pkl
--> train minibatch error =  0.16
-->  10 9150 chunk_20_50000.pkl
training @ iter =  10200 , cost =  0.00546675920486
--> train minibatch error =  0.12
-->  10 11300 chunk_20_50000.pkl
--> train minibatch error =  0.12
-->  10 12600 chunk_20_50000.pkl
training @ iter =  10300 , cost =  0.128994166851
--> train minibatch error =  0.12
-->  10 16700 chunk_20_50000.pkl
--> train minibatch error =  0.12
-->  10 16750 chunk_20_50000.pkl
training @ iter =  10400 , cost =  0.003895573318
--> train minibatch error =  0.12
-->  10 23350 chunk_20_50000.pkl
training @ iter =  10500 , cost =  0.0992610678077
--> train minibatch error =  0.12
-->  10 25050 chunk_20_50000.pkl
training @ iter =  10600 , cost =  0.133222430944
--> train minibatch error =  0.12
-->  10 32400 chunk_20_50000.pkl
training @ iter =  10700 , cost =  0.0360108464956
training @ iter =  10800 , cost =  0.0425425469875
training @ iter =  10900 , cost =  0.00654428312555
training @ iter =  11000 , cost =  0.0045245368965
