nkerns =  [16 32 48 64] (4,)
-->  0 5450 chunk_10_50000.pkl
--> train minibatch error =  0.42
-->  0 5500 chunk_10_50000.pkl
--> train minibatch error =  0.52
-->  0 5550 chunk_10_50000.pkl
--> train minibatch error =  0.38
-->  0 5600 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 5750 chunk_10_50000.pkl
--> train minibatch error =  0.3
-->  0 5800 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 5900 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 5950 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 6000 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 6250 chunk_10_50000.pkl
--> train minibatch error =  0.28
-->  0 6450 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 6500 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 6550 chunk_10_50000.pkl
--> train minibatch error =  0.34
-->  0 6600 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 6650 chunk_10_50000.pkl
--> train minibatch error =  0.42
-->  0 6700 chunk_10_50000.pkl
--> train minibatch error =  0.38
-->  0 6750 chunk_10_50000.pkl
--> train minibatch error =  0.46
-->  0 6800 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 6950 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 7000 chunk_10_50000.pkl
--> train minibatch error =  0.3
-->  0 7100 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 7150 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 7200 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 7250 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 7350 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 7400 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 7450 chunk_10_50000.pkl
--> train minibatch error =  0.34
-->  0 7500 chunk_10_50000.pkl
--> train minibatch error =  0.36
-->  0 7550 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 8000 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 8100 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 8150 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 8350 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 8400 chunk_10_50000.pkl
--> train minibatch error =  0.36
-->  0 8450 chunk_10_50000.pkl
--> train minibatch error =  0.4
-->  0 8500 chunk_10_50000.pkl
--> train minibatch error =  0.24
-->  0 8550 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 8600 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 8650 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 8900 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 8950 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 9000 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 9200 chunk_10_50000.pkl
--> train minibatch error =  0.28
-->  0 9300 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 9350 chunk_10_50000.pkl
--> train minibatch error =  0.34
-->  0 9500 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 9550 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 9850 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 9900 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 9950 chunk_10_50000.pkl
training @ iter =  200 , cost =  0.216641351581
--> train minibatch error =  0.14
-->  0 10150 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 10250 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 10850 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 11650 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 11900 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 12000 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 12300 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 12900 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 13950 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 14450 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 14500 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 14750 chunk_10_50000.pkl
training @ iter =  300 , cost =  0.272749125957
--> train minibatch error =  0.26
-->  0 15500 chunk_10_50000.pkl
--> train minibatch error =  0.26
-->  0 15600 chunk_10_50000.pkl
--> train minibatch error =  0.32
-->  0 15650 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 16400 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 16900 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 17550 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 18600 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 18650 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 18750 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 19350 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 19650 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 19700 chunk_10_50000.pkl
training @ iter =  400 , cost =  0.290906727314
--> train minibatch error =  0.14
-->  0 20300 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 20900 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 21550 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 23100 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 23950 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 24650 chunk_10_50000.pkl
training @ iter =  500 , cost =  0.0685009732842
--> train minibatch error =  0.14
-->  0 25700 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 27500 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 28900 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 28950 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 29050 chunk_10_50000.pkl
training @ iter =  600 , cost =  0.237985208631
--> train minibatch error =  0.18
-->  0 30750 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 31200 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 31600 chunk_10_50000.pkl
--> train minibatch error =  0.48
-->  0 31700 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 32600 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 33050 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 33200 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 33600 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 34450 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 34750 chunk_10_50000.pkl
training @ iter =  700 , cost =  0.155356496572
--> train minibatch error =  0.16
-->  0 35200 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 35250 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 35450 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 35850 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 36150 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 38450 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 38600 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 38700 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 38800 chunk_10_50000.pkl
training @ iter =  800 , cost =  0.0846130177379
--> train minibatch error =  0.22
-->  0 40650 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 41900 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 43250 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 43300 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 43850 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 44000 chunk_10_50000.pkl
training @ iter =  900 , cost =  0.157255619764
--> train minibatch error =  0.12
-->  0 45400 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 46300 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 46450 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 47000 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 48650 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 48750 chunk_10_50000.pkl
training @ iter =  1000 , cost =  0.0347863659263
--> train minibatch error =  0.14
-->  1 3450 chunk_11_50000.pkl
training @ iter =  1100 , cost =  0.159636929631
--> train minibatch error =  0.12
-->  1 6800 chunk_11_50000.pkl
--> train minibatch error =  0.14
-->  1 7950 chunk_11_50000.pkl
--> train minibatch error =  0.14
-->  1 8050 chunk_11_50000.pkl
--> train minibatch error =  0.14
-->  1 9350 chunk_11_50000.pkl
--> train minibatch error =  0.14
-->  1 9600 chunk_11_50000.pkl
--> train minibatch error =  0.16
-->  1 9700 chunk_11_50000.pkl
training @ iter =  1200 , cost =  0.139346316457
training @ iter =  1300 , cost =  0.0476319268346
--> train minibatch error =  0.14
-->  1 16150 chunk_11_50000.pkl
--> train minibatch error =  0.16
-->  1 16200 chunk_11_50000.pkl
--> train minibatch error =  0.16
-->  1 18000 chunk_11_50000.pkl
training @ iter =  1400 , cost =  0.026683755219
--> train minibatch error =  0.12
-->  1 20300 chunk_11_50000.pkl
--> train minibatch error =  0.12
-->  1 23900 chunk_11_50000.pkl
--> train minibatch error =  0.12
-->  1 24000 chunk_11_50000.pkl
training @ iter =  1500 , cost =  0.0589079298079
--> train minibatch error =  0.12
-->  1 26700 chunk_11_50000.pkl
--> train minibatch error =  0.14
-->  1 27000 chunk_11_50000.pkl
--> train minibatch error =  0.14
-->  1 27500 chunk_11_50000.pkl
training @ iter =  1600 , cost =  0.059440612793
--> train minibatch error =  0.12
-->  1 32850 chunk_11_50000.pkl
--> train minibatch error =  0.14
-->  1 34300 chunk_11_50000.pkl
--> train minibatch error =  0.12
-->  1 34400 chunk_11_50000.pkl
training @ iter =  1700 , cost =  0.0962360948324
--> train minibatch error =  0.14
-->  1 35350 chunk_11_50000.pkl
--> train minibatch error =  0.16
-->  1 35400 chunk_11_50000.pkl
--> train minibatch error =  0.4
-->  1 35450 chunk_11_50000.pkl
--> train minibatch error =  0.14
-->  1 38350 chunk_11_50000.pkl
--> train minibatch error =  0.22
-->  1 39400 chunk_11_50000.pkl
--> train minibatch error =  0.28
-->  1 39450 chunk_11_50000.pkl
--> train minibatch error =  0.18
-->  1 39500 chunk_11_50000.pkl
--> train minibatch error =  0.12
-->  1 39650 chunk_11_50000.pkl
training @ iter =  1800 , cost =  0.0492302179337
training @ iter =  1900 , cost =  0.0932755693793
--> train minibatch error =  0.12
-->  1 47500 chunk_11_50000.pkl
iter  1999  validation
epoch 1, iter 2000, validation error 2.316000 %
epoch 1, iter 2000, train minibatch error 0.000000 %
epoch 1, iter 2000, train buffer error 1.400000 %
patience =  50000 0.99 3998
training @ iter =  2000 , cost =  0.0184282083064
--> train minibatch error =  0.2
-->  2 3750 chunk_12_50000.pkl
training @ iter =  2100 , cost =  0.116438366473
--> train minibatch error =  0.16
-->  2 5000 chunk_12_50000.pkl
--> train minibatch error =  0.12
-->  2 6100 chunk_12_50000.pkl
--> train minibatch error =  0.12
-->  2 6450 chunk_12_50000.pkl
--> train minibatch error =  0.2
-->  2 6500 chunk_12_50000.pkl
--> train minibatch error =  0.32
-->  2 6550 chunk_12_50000.pkl
--> train minibatch error =  0.3
-->  2 6600 chunk_12_50000.pkl
--> train minibatch error =  0.14
-->  2 6650 chunk_12_50000.pkl
--> train minibatch error =  0.16
-->  2 7150 chunk_12_50000.pkl
--> train minibatch error =  0.12
-->  2 8150 chunk_12_50000.pkl
training @ iter =  2200 , cost =  0.0186803564429
training @ iter =  2300 , cost =  0.00828025490046
--> train minibatch error =  0.14
-->  2 17000 chunk_12_50000.pkl
--> train minibatch error =  0.12
-->  2 18750 chunk_12_50000.pkl
training @ iter =  2400 , cost =  0.155303657055
training @ iter =  2500 , cost =  0.309237897396
--> train minibatch error =  0.16
-->  2 26900 chunk_12_50000.pkl
--> train minibatch error =  0.16
-->  2 29300 chunk_12_50000.pkl
--> train minibatch error =  0.12
-->  2 29450 chunk_12_50000.pkl
--> train minibatch error =  0.12
-->  2 29600 chunk_12_50000.pkl
training @ iter =  2600 , cost =  0.0303334482014
--> train minibatch error =  0.14
-->  2 34850 chunk_12_50000.pkl
training @ iter =  2700 , cost =  0.125414967537
--> train minibatch error =  0.12
-->  2 38000 chunk_12_50000.pkl
training @ iter =  2800 , cost =  0.00464768568054
--> train minibatch error =  0.12
-->  2 44150 chunk_12_50000.pkl
training @ iter =  2900 , cost =  0.154682666063
--> train minibatch error =  0.12
-->  2 47300 chunk_12_50000.pkl
training @ iter =  3000 , cost =  0.358864814043
--> train minibatch error =  0.14
-->  3 3550 chunk_13_50000.pkl
--> train minibatch error =  0.12
-->  3 3600 chunk_13_50000.pkl
training @ iter =  3100 , cost =  0.0964597985148
--> train minibatch error =  0.46
-->  3 6650 chunk_13_50000.pkl
--> train minibatch error =  0.16
-->  3 6700 chunk_13_50000.pkl
training @ iter =  3200 , cost =  0.12205645442
training @ iter =  3300 , cost =  0.0238492675126
--> train minibatch error =  0.24
-->  3 18450 chunk_13_50000.pkl
--> train minibatch error =  0.2
-->  3 18900 chunk_13_50000.pkl
--> train minibatch error =  0.14
-->  3 18950 chunk_13_50000.pkl
training @ iter =  3400 , cost =  0.101721428335
--> train minibatch error =  0.2
-->  3 23250 chunk_13_50000.pkl
--> train minibatch error =  0.14
-->  3 23300 chunk_13_50000.pkl
training @ iter =  3500 , cost =  0.0467129051685
--> train minibatch error =  0.14
-->  3 27100 chunk_13_50000.pkl
--> train minibatch error =  0.14
-->  3 27500 chunk_13_50000.pkl
--> train minibatch error =  0.14
-->  3 27600 chunk_13_50000.pkl
training @ iter =  3600 , cost =  0.0197915174067
--> train minibatch error =  0.16
-->  3 32100 chunk_13_50000.pkl
--> train minibatch error =  0.16
-->  3 32150 chunk_13_50000.pkl
--> train minibatch error =  0.2
-->  3 32200 chunk_13_50000.pkl
--> train minibatch error =  0.12
-->  3 32650 chunk_13_50000.pkl
--> train minibatch error =  0.16
-->  3 33450 chunk_13_50000.pkl
--> train minibatch error =  0.26
-->  3 34000 chunk_13_50000.pkl
--> train minibatch error =  0.12
-->  3 34100 chunk_13_50000.pkl
training @ iter =  3700 , cost =  0.0190751608461
training @ iter =  3800 , cost =  0.0378974527121
--> train minibatch error =  0.14
-->  3 44850 chunk_13_50000.pkl
training @ iter =  3900 , cost =  0.105418853462
iter  3999  validation
epoch 1, iter 4000, validation error 2.178000 %
epoch 1, iter 4000, train minibatch error 6.000000 %
epoch 1, iter 4000, train buffer error 1.300000 %
patience =  50000 0.99 7998
training @ iter =  4000 , cost =  0.689841210842
--> train minibatch error =  0.18
-->  4 0 chunk_14_50000.pkl
--> train minibatch error =  0.16
-->  4 100 chunk_14_50000.pkl
training @ iter =  4100 , cost =  0.0225971173495
--> train minibatch error =  0.22
-->  4 5950 chunk_14_50000.pkl
training @ iter =  4200 , cost =  0.0044308649376
training @ iter =  4300 , cost =  0.0152126168832
--> train minibatch error =  0.14
-->  4 16200 chunk_14_50000.pkl
--> train minibatch error =  0.14
-->  4 19950 chunk_14_50000.pkl
training @ iter =  4400 , cost =  0.366443067789
--> train minibatch error =  0.14
-->  4 21850 chunk_14_50000.pkl
training @ iter =  4500 , cost =  0.00734815141186
--> train minibatch error =  0.12
-->  4 26400 chunk_14_50000.pkl
--> train minibatch error =  0.12
-->  4 26450 chunk_14_50000.pkl
--> train minibatch error =  0.2
-->  4 26500 chunk_14_50000.pkl
training @ iter =  4600 , cost =  0.0745498687029
training @ iter =  4700 , cost =  0.0154329081997
--> train minibatch error =  0.32
-->  4 36550 chunk_14_50000.pkl
--> train minibatch error =  0.3
-->  4 36600 chunk_14_50000.pkl
--> train minibatch error =  0.22
-->  4 36650 chunk_14_50000.pkl
training @ iter =  4800 , cost =  0.101966962218
training @ iter =  4900 , cost =  0.0150593556464
--> train minibatch error =  0.14
-->  4 46200 chunk_14_50000.pkl
training @ iter =  5000 , cost =  0.0164812039584
training @ iter =  5100 , cost =  0.0376818031073
training @ iter =  5200 , cost =  0.0164257716388
training @ iter =  5300 , cost =  0.0133621003479
training @ iter =  5400 , cost =  0.0565582625568
--> train minibatch error =  0.32
-->  5 23450 chunk_15_50000.pkl
--> train minibatch error =  0.12
-->  5 23650 chunk_15_50000.pkl
training @ iter =  5500 , cost =  0.0455224886537
--> train minibatch error =  0.12
-->  5 25350 chunk_15_50000.pkl
training @ iter =  5600 , cost =  0.0456180796027
training @ iter =  5700 , cost =  0.0566745847464
--> train minibatch error =  0.12
-->  5 35650 chunk_15_50000.pkl
--> train minibatch error =  0.14
-->  5 35700 chunk_15_50000.pkl
training @ iter =  5800 , cost =  0.0174803137779
training @ iter =  5900 , cost =  0.0968223363161
iter  5999  validation
epoch 1, iter 6000, validation error 1.513000 %
epoch 1, iter 6000, train minibatch error 0.000000 %
epoch 1, iter 6000, train buffer error 1.500000 %
patience =  50000 0.99 11998
training @ iter =  6000 , cost =  0.00237008649856
--> train minibatch error =  0.12
-->  6 2750 chunk_16_50000.pkl
--> train minibatch error =  0.14
-->  6 2850 chunk_16_50000.pkl
training @ iter =  6100 , cost =  0.180487364531
training @ iter =  6200 , cost =  0.00766616594046
training @ iter =  6300 , cost =  0.0966943651438
--> train minibatch error =  0.12
-->  6 16200 chunk_16_50000.pkl
training @ iter =  6400 , cost =  0.0060221827589
training @ iter =  6500 , cost =  0.0609866827726
training @ iter =  6600 , cost =  0.0203138347715
--> train minibatch error =  0.12
-->  6 32100 chunk_16_50000.pkl
training @ iter =  6700 , cost =  0.0490201562643
training @ iter =  6800 , cost =  0.00878234673291
training @ iter =  6900 , cost =  0.005032309331
training @ iter =  7000 , cost =  0.135348200798
--> train minibatch error =  0.14
-->  7 3650 chunk_17_50000.pkl
training @ iter =  7100 , cost =  0.0211042184383
training @ iter =  7200 , cost =  0.0394966974854
training @ iter =  7300 , cost =  0.0667328611016
training @ iter =  7400 , cost =  0.114762954414
training @ iter =  7500 , cost =  0.0698834955692
training @ iter =  7600 , cost =  0.00464027840644
--> train minibatch error =  0.24
-->  7 33350 chunk_17_50000.pkl
--> train minibatch error =  0.14
-->  7 33450 chunk_17_50000.pkl
--> train minibatch error =  0.16
-->  7 34400 chunk_17_50000.pkl
training @ iter =  7700 , cost =  0.0249067172408
training @ iter =  7800 , cost =  0.0816885754466
--> train minibatch error =  0.14
-->  7 41150 chunk_17_50000.pkl
--> train minibatch error =  0.24
-->  7 44700 chunk_17_50000.pkl
training @ iter =  7900 , cost =  0.0220744088292
iter  7999  validation
epoch 1, iter 8000, validation error 1.479000 %
epoch 1, iter 8000, train minibatch error 2.000000 %
epoch 1, iter 8000, train buffer error 0.500000 %
patience =  50000 0.99 15998
training @ iter =  8000 , cost =  0.0210695043206
--> train minibatch error =  0.2
-->  8 4750 chunk_18_50000.pkl
--> train minibatch error =  0.34
-->  8 4800 chunk_18_50000.pkl
--> train minibatch error =  0.24
-->  8 4850 chunk_18_50000.pkl
training @ iter =  8100 , cost =  0.436993062496
--> train minibatch error =  0.36
-->  8 5000 chunk_18_50000.pkl
--> train minibatch error =  0.12
-->  8 7150 chunk_18_50000.pkl
--> train minibatch error =  0.14
-->  8 7250 chunk_18_50000.pkl
training @ iter =  8200 , cost =  0.0152314100415
--> train minibatch error =  0.12
-->  8 12600 chunk_18_50000.pkl
training @ iter =  8300 , cost =  0.188447490335
--> train minibatch error =  0.14
-->  8 18350 chunk_18_50000.pkl
training @ iter =  8400 , cost =  0.0161466877908
training @ iter =  8500 , cost =  0.0455174781382
training @ iter =  8600 , cost =  0.00280366488732
--> train minibatch error =  0.12
-->  8 30300 chunk_18_50000.pkl
--> train minibatch error =  0.5
-->  8 30400 chunk_18_50000.pkl
--> train minibatch error =  0.2
-->  8 30450 chunk_18_50000.pkl
--> train minibatch error =  0.12
-->  8 30550 chunk_18_50000.pkl
--> train minibatch error =  0.12
-->  8 31250 chunk_18_50000.pkl
--> train minibatch error =  0.2
-->  8 33600 chunk_18_50000.pkl
--> train minibatch error =  0.12
-->  8 33700 chunk_18_50000.pkl
training @ iter =  8700 , cost =  0.0522677227855
training @ iter =  8800 , cost =  0.0121949901804
--> train minibatch error =  0.12
-->  8 42600 chunk_18_50000.pkl
training @ iter =  8900 , cost =  0.0137086510658
training @ iter =  9000 , cost =  0.00303331646137
