Couldn't import dot_parser, loading of dot files will not be possible.
nkerns =  [32 64 64 64] (4,)
--> train minibatch error =  0.38
-->  0 5050 chunk_10_50000.pkl
--> train minibatch error =  0.46
-->  0 5100 chunk_10_50000.pkl
--> train minibatch error =  0.48
-->  0 5150 chunk_10_50000.pkl
--> train minibatch error =  0.5
-->  0 5200 chunk_10_50000.pkl
--> train minibatch error =  0.48
-->  0 5250 chunk_10_50000.pkl
--> train minibatch error =  0.42
-->  0 5300 chunk_10_50000.pkl
--> train minibatch error =  0.3
-->  0 5350 chunk_10_50000.pkl
--> train minibatch error =  0.48
-->  0 5400 chunk_10_50000.pkl
--> train minibatch error =  0.36
-->  0 5450 chunk_10_50000.pkl
--> train minibatch error =  0.44
-->  0 5500 chunk_10_50000.pkl
--> train minibatch error =  0.46
-->  0 5550 chunk_10_50000.pkl
--> train minibatch error =  0.5
-->  0 5600 chunk_10_50000.pkl
--> train minibatch error =  0.36
-->  0 5650 chunk_10_50000.pkl
--> train minibatch error =  0.38
-->  0 5700 chunk_10_50000.pkl
--> train minibatch error =  0.5
-->  0 5750 chunk_10_50000.pkl
--> train minibatch error =  0.44
-->  0 5800 chunk_10_50000.pkl
--> train minibatch error =  0.3
-->  0 5850 chunk_10_50000.pkl
--> train minibatch error =  0.34
-->  0 5900 chunk_10_50000.pkl
--> train minibatch error =  0.38
-->  0 5950 chunk_10_50000.pkl
--> train minibatch error =  0.52
-->  0 6000 chunk_10_50000.pkl
--> train minibatch error =  0.38
-->  0 6050 chunk_10_50000.pkl
--> train minibatch error =  0.32
-->  0 6100 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 6150 chunk_10_50000.pkl
--> train minibatch error =  0.26
-->  0 6250 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 6300 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 6350 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 6400 chunk_10_50000.pkl
--> train minibatch error =  0.4
-->  0 6450 chunk_10_50000.pkl
--> train minibatch error =  0.28
-->  0 6500 chunk_10_50000.pkl
--> train minibatch error =  0.24
-->  0 6550 chunk_10_50000.pkl
--> train minibatch error =  0.48
-->  0 6600 chunk_10_50000.pkl
--> train minibatch error =  0.54
-->  0 6650 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 6700 chunk_10_50000.pkl
--> train minibatch error =  0.44
-->  0 6750 chunk_10_50000.pkl
--> train minibatch error =  0.46
-->  0 6800 chunk_10_50000.pkl
--> train minibatch error =  0.32
-->  0 6850 chunk_10_50000.pkl
--> train minibatch error =  0.36
-->  0 6900 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 6950 chunk_10_50000.pkl
--> train minibatch error =  0.34
-->  0 7000 chunk_10_50000.pkl
--> train minibatch error =  0.24
-->  0 7050 chunk_10_50000.pkl
--> train minibatch error =  0.36
-->  0 7100 chunk_10_50000.pkl
--> train minibatch error =  0.24
-->  0 7150 chunk_10_50000.pkl
--> train minibatch error =  0.34
-->  0 7200 chunk_10_50000.pkl
--> train minibatch error =  0.28
-->  0 7250 chunk_10_50000.pkl
--> train minibatch error =  0.24
-->  0 7300 chunk_10_50000.pkl
--> train minibatch error =  0.26
-->  0 7350 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 7400 chunk_10_50000.pkl
--> train minibatch error =  0.24
-->  0 7450 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 7500 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 7550 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 7850 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 8000 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 8050 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 8100 chunk_10_50000.pkl
--> train minibatch error =  0.38
-->  0 8150 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 8250 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 8300 chunk_10_50000.pkl
--> train minibatch error =  0.28
-->  0 8350 chunk_10_50000.pkl
--> train minibatch error =  0.36
-->  0 8400 chunk_10_50000.pkl
--> train minibatch error =  0.28
-->  0 8450 chunk_10_50000.pkl
--> train minibatch error =  0.32
-->  0 8500 chunk_10_50000.pkl
--> train minibatch error =  0.26
-->  0 8550 chunk_10_50000.pkl
--> train minibatch error =  0.36
-->  0 8600 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 8650 chunk_10_50000.pkl
--> train minibatch error =  0.34
-->  0 8750 chunk_10_50000.pkl
--> train minibatch error =  0.44
-->  0 8800 chunk_10_50000.pkl
--> train minibatch error =  0.32
-->  0 8850 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 8900 chunk_10_50000.pkl
--> train minibatch error =  0.28
-->  0 8950 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 9000 chunk_10_50000.pkl
--> train minibatch error =  0.3
-->  0 9050 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 9100 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 9150 chunk_10_50000.pkl
--> train minibatch error =  0.26
-->  0 9200 chunk_10_50000.pkl
--> train minibatch error =  0.3
-->  0 9300 chunk_10_50000.pkl
--> train minibatch error =  0.36
-->  0 9350 chunk_10_50000.pkl
--> train minibatch error =  0.34
-->  0 9400 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 9450 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 9500 chunk_10_50000.pkl
--> train minibatch error =  0.4
-->  0 9550 chunk_10_50000.pkl
--> train minibatch error =  0.3
-->  0 9600 chunk_10_50000.pkl
--> train minibatch error =  0.24
-->  0 9650 chunk_10_50000.pkl
--> train minibatch error =  0.48
-->  0 9700 chunk_10_50000.pkl
--> train minibatch error =  0.42
-->  0 9750 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 9800 chunk_10_50000.pkl
--> train minibatch error =  0.5
-->  0 9850 chunk_10_50000.pkl
--> train minibatch error =  0.24
-->  0 9900 chunk_10_50000.pkl
--> train minibatch error =  0.24
-->  0 9950 chunk_10_50000.pkl
training @ iter =  200 , cost =  0.468172669411
--> train minibatch error =  0.14
-->  0 10000 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 10050 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 10150 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 10200 chunk_10_50000.pkl
--> train minibatch error =  0.3
-->  0 10250 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 10300 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 10350 chunk_10_50000.pkl
--> train minibatch error =  0.32
-->  0 10400 chunk_10_50000.pkl
--> train minibatch error =  0.24
-->  0 10450 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 10500 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 10550 chunk_10_50000.pkl
--> train minibatch error =  0.26
-->  0 10650 chunk_10_50000.pkl
--> train minibatch error =  0.26
-->  0 10700 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 10750 chunk_10_50000.pkl
--> train minibatch error =  0.28
-->  0 10850 chunk_10_50000.pkl
--> train minibatch error =  0.34
-->  0 10900 chunk_10_50000.pkl
--> train minibatch error =  0.28
-->  0 10950 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 11000 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 11100 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 11150 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 11200 chunk_10_50000.pkl
--> train minibatch error =  0.24
-->  0 11250 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 11300 chunk_10_50000.pkl
--> train minibatch error =  0.36
-->  0 11350 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 11400 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 11450 chunk_10_50000.pkl
--> train minibatch error =  0.24
-->  0 11500 chunk_10_50000.pkl
--> train minibatch error =  0.34
-->  0 11550 chunk_10_50000.pkl
--> train minibatch error =  0.3
-->  0 11650 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 11700 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 11750 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 11800 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 11850 chunk_10_50000.pkl
--> train minibatch error =  0.26
-->  0 11900 chunk_10_50000.pkl
--> train minibatch error =  0.34
-->  0 11950 chunk_10_50000.pkl
--> train minibatch error =  0.36
-->  0 12000 chunk_10_50000.pkl
--> train minibatch error =  0.32
-->  0 12050 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 12150 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 12200 chunk_10_50000.pkl
--> train minibatch error =  0.26
-->  0 12250 chunk_10_50000.pkl
--> train minibatch error =  0.34
-->  0 12300 chunk_10_50000.pkl
--> train minibatch error =  0.38
-->  0 12400 chunk_10_50000.pkl
--> train minibatch error =  0.48
-->  0 12450 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 12550 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 12600 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 12750 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 12800 chunk_10_50000.pkl
--> train minibatch error =  0.32
-->  0 12850 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 12900 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 13000 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 13050 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 13100 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 13200 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 13250 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 13300 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 13350 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 13400 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 13450 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 13500 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 13550 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 13700 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 13800 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 13950 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 14050 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 14100 chunk_10_50000.pkl
--> train minibatch error =  0.24
-->  0 14200 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 14300 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 14350 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 14450 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 14500 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 14600 chunk_10_50000.pkl
--> train minibatch error =  0.36
-->  0 14650 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 14850 chunk_10_50000.pkl
training @ iter =  300 , cost =  0.368956267834
--> train minibatch error =  0.28
-->  0 15500 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 15550 chunk_10_50000.pkl
--> train minibatch error =  0.42
-->  0 15650 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 16400 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 16800 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 16850 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 17000 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 17100 chunk_10_50000.pkl
--> train minibatch error =  0.28
-->  0 17200 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 17300 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 17350 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 17400 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 17450 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 17500 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 17550 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 18300 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 18550 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 18600 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 18650 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 18750 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 18900 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 19000 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 19350 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 19650 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 19700 chunk_10_50000.pkl
training @ iter =  400 , cost =  0.677805483341
--> train minibatch error =  0.22
-->  0 20000 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 20300 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 20350 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 20750 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 21400 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 21500 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 21550 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 21650 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 22550 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 23150 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 23300 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 23500 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 23550 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 23850 chunk_10_50000.pkl
--> train minibatch error =  0.24
-->  0 24250 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 24300 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 24750 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 24850 chunk_10_50000.pkl
training @ iter =  500 , cost =  0.156152293086
--> train minibatch error =  0.12
-->  0 25100 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 25450 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 26500 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 26650 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 26900 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 26950 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 28900 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 28950 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 29050 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 29100 chunk_10_50000.pkl
training @ iter =  600 , cost =  0.148152321577
--> train minibatch error =  0.3
-->  0 30950 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 31200 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 31350 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 31650 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 32550 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 32600 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 32750 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 32950 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 33000 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 33250 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 33600 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 34750 chunk_10_50000.pkl
training @ iter =  700 , cost =  0.122718125582
--> train minibatch error =  0.2
-->  0 35200 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 35850 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 36250 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 37950 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 38100 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 38450 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 38600 chunk_10_50000.pkl
--> train minibatch error =  0.28
-->  0 38650 chunk_10_50000.pkl
--> train minibatch error =  0.28
-->  0 38700 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 38800 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 38850 chunk_10_50000.pkl
--> train minibatch error =  0.36
-->  0 38900 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 39050 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 39100 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 39150 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 39200 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 39350 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 39400 chunk_10_50000.pkl
--> train minibatch error =  0.26
-->  0 39450 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 39500 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 39550 chunk_10_50000.pkl
training @ iter =  800 , cost =  0.234399139881
--> train minibatch error =  0.28
-->  0 40650 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 41100 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 42000 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 42100 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 42300 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 42500 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 42550 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 42650 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 43300 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 43350 chunk_10_50000.pkl
training @ iter =  900 , cost =  0.160029903054
--> train minibatch error =  0.14
-->  0 45400 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 46450 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 46850 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 47000 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 47700 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 48400 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 48700 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 48750 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 49200 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 49350 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 49750 chunk_10_50000.pkl
training @ iter =  1000 , cost =  0.0153202107176
--> train minibatch error =  0.2
-->  1 50 chunk_11_50000.pkl
--> train minibatch error =  0.16
-->  1 250 chunk_11_50000.pkl
--> train minibatch error =  0.24
-->  1 750 chunk_11_50000.pkl
--> train minibatch error =  0.22
-->  1 1050 chunk_11_50000.pkl
--> train minibatch error =  0.12
-->  1 2400 chunk_11_50000.pkl
--> train minibatch error =  0.16
-->  1 2850 chunk_11_50000.pkl
--> train minibatch error =  0.12
-->  1 3000 chunk_11_50000.pkl
--> train minibatch error =  0.18
-->  1 3300 chunk_11_50000.pkl
--> train minibatch error =  0.14
-->  1 3400 chunk_11_50000.pkl
--> train minibatch error =  0.14
-->  1 3450 chunk_11_50000.pkl
--> train minibatch error =  0.14
-->  1 3750 chunk_11_50000.pkl
training @ iter =  1100 , cost =  0.247311919928
--> train minibatch error =  0.16
-->  1 5350 chunk_11_50000.pkl
--> train minibatch error =  0.14
-->  1 5400 chunk_11_50000.pkl
--> train minibatch error =  0.18
-->  1 5450 chunk_11_50000.pkl
--> train minibatch error =  0.24
-->  1 5500 chunk_11_50000.pkl
--> train minibatch error =  0.12
-->  1 5800 chunk_11_50000.pkl
--> train minibatch error =  0.12
-->  1 5900 chunk_11_50000.pkl
--> train minibatch error =  0.12
-->  1 6500 chunk_11_50000.pkl
--> train minibatch error =  0.12
-->  1 6700 chunk_11_50000.pkl
--> train minibatch error =  0.12
-->  1 7950 chunk_11_50000.pkl
--> train minibatch error =  0.12
-->  1 8550 chunk_11_50000.pkl
--> train minibatch error =  0.12
