Couldn't import dot_parser, loading of dot files will not be possible.
nkerns =  [32 64 64 64] (4,)
--> train minibatch error =  0.24
-->  0 5050 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 5100 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 5150 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 5200 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 5250 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 5300 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 5350 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 5400 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 5450 chunk_10_50000.pkl
--> train minibatch error =  0.26
-->  0 5500 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 5550 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 5600 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 5650 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 5700 chunk_10_50000.pkl
--> train minibatch error =  0.26
-->  0 5750 chunk_10_50000.pkl
--> train minibatch error =  0.26
-->  0 5800 chunk_10_50000.pkl
--> train minibatch error =  0.24
-->  0 5900 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 5950 chunk_10_50000.pkl
--> train minibatch error =  0.36
-->  0 6000 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 6050 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 6450 chunk_10_50000.pkl
--> train minibatch error =  0.24
-->  0 6500 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 6550 chunk_10_50000.pkl
--> train minibatch error =  0.36
-->  0 6600 chunk_10_50000.pkl
--> train minibatch error =  0.26
-->  0 6650 chunk_10_50000.pkl
--> train minibatch error =  0.38
-->  0 6750 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 6950 chunk_10_50000.pkl
--> train minibatch error =  0.36
-->  0 7000 chunk_10_50000.pkl
--> train minibatch error =  0.24
-->  0 7050 chunk_10_50000.pkl
--> train minibatch error =  0.3
-->  0 7100 chunk_10_50000.pkl
--> train minibatch error =  0.32
-->  0 7150 chunk_10_50000.pkl
--> train minibatch error =  0.3
-->  0 7200 chunk_10_50000.pkl
--> train minibatch error =  0.26
-->  0 7250 chunk_10_50000.pkl
--> train minibatch error =  0.24
-->  0 7300 chunk_10_50000.pkl
--> train minibatch error =  0.42
-->  0 7350 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 7400 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 7450 chunk_10_50000.pkl
--> train minibatch error =  0.26
-->  0 7500 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 7550 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 7650 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 7850 chunk_10_50000.pkl
--> train minibatch error =  0.3
-->  0 8000 chunk_10_50000.pkl
--> train minibatch error =  0.3
-->  0 8050 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 8100 chunk_10_50000.pkl
--> train minibatch error =  0.36
-->  0 8150 chunk_10_50000.pkl
--> train minibatch error =  0.26
-->  0 8200 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 8250 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 8300 chunk_10_50000.pkl
--> train minibatch error =  0.26
-->  0 8350 chunk_10_50000.pkl
--> train minibatch error =  0.32
-->  0 8400 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 8450 chunk_10_50000.pkl
--> train minibatch error =  0.36
-->  0 8500 chunk_10_50000.pkl
--> train minibatch error =  0.32
-->  0 8550 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 8600 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 8650 chunk_10_50000.pkl
--> train minibatch error =  0.26
-->  0 8700 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 8750 chunk_10_50000.pkl
--> train minibatch error =  0.4
-->  0 8800 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 8850 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 8900 chunk_10_50000.pkl
--> train minibatch error =  0.3
-->  0 8950 chunk_10_50000.pkl
--> train minibatch error =  0.28
-->  0 9000 chunk_10_50000.pkl
--> train minibatch error =  0.4
-->  0 9050 chunk_10_50000.pkl
--> train minibatch error =  0.4
-->  0 9100 chunk_10_50000.pkl
--> train minibatch error =  0.32
-->  0 9150 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 9200 chunk_10_50000.pkl
--> train minibatch error =  0.36
-->  0 9250 chunk_10_50000.pkl
--> train minibatch error =  0.52
-->  0 9300 chunk_10_50000.pkl
--> train minibatch error =  0.48
-->  0 9350 chunk_10_50000.pkl
--> train minibatch error =  0.48
-->  0 9400 chunk_10_50000.pkl
--> train minibatch error =  0.34
-->  0 9450 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 9500 chunk_10_50000.pkl
--> train minibatch error =  0.34
-->  0 9550 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 9600 chunk_10_50000.pkl
--> train minibatch error =  0.28
-->  0 9650 chunk_10_50000.pkl
--> train minibatch error =  0.46
-->  0 9700 chunk_10_50000.pkl
--> train minibatch error =  0.36
-->  0 9750 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 9800 chunk_10_50000.pkl
--> train minibatch error =  0.46
-->  0 9850 chunk_10_50000.pkl
--> train minibatch error =  0.24
-->  0 9900 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 9950 chunk_10_50000.pkl
training @ iter =  200 , cost =  0.373683393002
--> train minibatch error =  0.32
-->  0 10150 chunk_10_50000.pkl
--> train minibatch error =  0.32
-->  0 10200 chunk_10_50000.pkl
--> train minibatch error =  0.28
-->  0 10250 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 10300 chunk_10_50000.pkl
--> train minibatch error =  0.38
-->  0 10400 chunk_10_50000.pkl
--> train minibatch error =  0.26
-->  0 10450 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 10500 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 10550 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 10650 chunk_10_50000.pkl
--> train minibatch error =  0.3
-->  0 10700 chunk_10_50000.pkl
--> train minibatch error =  0.24
-->  0 10750 chunk_10_50000.pkl
--> train minibatch error =  0.28
-->  0 10850 chunk_10_50000.pkl
--> train minibatch error =  0.32
-->  0 10900 chunk_10_50000.pkl
--> train minibatch error =  0.26
-->  0 10950 chunk_10_50000.pkl
--> train minibatch error =  0.36
-->  0 11000 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 11050 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 11100 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 11150 chunk_10_50000.pkl
--> train minibatch error =  0.26
-->  0 11200 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 11250 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 11300 chunk_10_50000.pkl
--> train minibatch error =  0.32
-->  0 11350 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 11400 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 11450 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 11500 chunk_10_50000.pkl
--> train minibatch error =  0.3
-->  0 11650 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 11700 chunk_10_50000.pkl
--> train minibatch error =  0.32
-->  0 11800 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 11850 chunk_10_50000.pkl
--> train minibatch error =  0.3
-->  0 11900 chunk_10_50000.pkl
--> train minibatch error =  0.28
-->  0 11950 chunk_10_50000.pkl
--> train minibatch error =  0.24
-->  0 12000 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 12050 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 12100 chunk_10_50000.pkl
--> train minibatch error =  0.26
-->  0 12150 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 12200 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 12250 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 12300 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 12350 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 12400 chunk_10_50000.pkl
--> train minibatch error =  0.24
-->  0 12450 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 12500 chunk_10_50000.pkl
--> train minibatch error =  0.24
-->  0 12550 chunk_10_50000.pkl
--> train minibatch error =  0.26
-->  0 12600 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 12650 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 12750 chunk_10_50000.pkl
--> train minibatch error =  0.24
-->  0 12850 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 12900 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 12950 chunk_10_50000.pkl
--> train minibatch error =  0.34
-->  0 13000 chunk_10_50000.pkl
--> train minibatch error =  0.32
-->  0 13050 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 13100 chunk_10_50000.pkl
--> train minibatch error =  0.24
-->  0 13150 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 13200 chunk_10_50000.pkl
--> train minibatch error =  0.32
-->  0 13250 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 13300 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 13350 chunk_10_50000.pkl
--> train minibatch error =  0.3
-->  0 13400 chunk_10_50000.pkl
--> train minibatch error =  0.26
-->  0 13450 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 13500 chunk_10_50000.pkl
--> train minibatch error =  0.3
-->  0 13550 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 13600 chunk_10_50000.pkl
--> train minibatch error =  0.28
-->  0 13650 chunk_10_50000.pkl
--> train minibatch error =  0.28
-->  0 13700 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 13800 chunk_10_50000.pkl
--> train minibatch error =  0.32
-->  0 13950 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 14000 chunk_10_50000.pkl
--> train minibatch error =  0.24
-->  0 14050 chunk_10_50000.pkl
--> train minibatch error =  0.32
-->  0 14100 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 14150 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 14200 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 14250 chunk_10_50000.pkl
--> train minibatch error =  0.26
-->  0 14300 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 14350 chunk_10_50000.pkl
--> train minibatch error =  0.28
-->  0 14450 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 14500 chunk_10_50000.pkl
--> train minibatch error =  0.24
-->  0 14550 chunk_10_50000.pkl
--> train minibatch error =  0.28
-->  0 14600 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 14650 chunk_10_50000.pkl
--> train minibatch error =  0.32
-->  0 14750 chunk_10_50000.pkl
--> train minibatch error =  0.26
-->  0 14850 chunk_10_50000.pkl
--> train minibatch error =  0.32
-->  0 14900 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 14950 chunk_10_50000.pkl
training @ iter =  300 , cost =  0.543380260468
--> train minibatch error =  0.32
-->  0 15000 chunk_10_50000.pkl
--> train minibatch error =  0.28
-->  0 15050 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 15100 chunk_10_50000.pkl
--> train minibatch error =  0.38
-->  0 15500 chunk_10_50000.pkl
--> train minibatch error =  0.32
-->  0 15550 chunk_10_50000.pkl
--> train minibatch error =  0.4
-->  0 15600 chunk_10_50000.pkl
--> train minibatch error =  0.42
-->  0 15650 chunk_10_50000.pkl
--> train minibatch error =  0.32
-->  0 15700 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 16000 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 16300 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 16350 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 16400 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 16450 chunk_10_50000.pkl
--> train minibatch error =  0.24
-->  0 16500 chunk_10_50000.pkl
--> train minibatch error =  0.24
-->  0 16550 chunk_10_50000.pkl
--> train minibatch error =  0.24
-->  0 16600 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 16650 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 16700 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 16850 chunk_10_50000.pkl
--> train minibatch error =  0.24
-->  0 16900 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 16950 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 17000 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 17100 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 17150 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 17350 chunk_10_50000.pkl
--> train minibatch error =  0.24
-->  0 17400 chunk_10_50000.pkl
--> train minibatch error =  0.24
-->  0 17450 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 17500 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 17550 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 17600 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 17650 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 17700 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 17750 chunk_10_50000.pkl
--> train minibatch error =  0.24
-->  0 17800 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 17850 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 17950 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 18100 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 18150 chunk_10_50000.pkl
--> train minibatch error =  0.3
-->  0 18250 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 18300 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 18500 chunk_10_50000.pkl
--> train minibatch error =  0.28
-->  0 18550 chunk_10_50000.pkl
--> train minibatch error =  0.28
-->  0 18600 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 18650 chunk_10_50000.pkl
--> train minibatch error =  0.26
-->  0 18750 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 18900 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 19000 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 19350 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 19650 chunk_10_50000.pkl
--> train minibatch error =  0.24
-->  0 19700 chunk_10_50000.pkl
--> train minibatch error =  0.26
-->  0 19800 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 19850 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 19950 chunk_10_50000.pkl
training @ iter =  400 , cost =  0.368687450886
--> train minibatch error =  0.14
-->  0 20000 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 20250 chunk_10_50000.pkl
--> train minibatch error =  0.24
-->  0 20300 chunk_10_50000.pkl
--> train minibatch error =  0.26
-->  0 20350 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 20450 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 20600 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 20750 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 20900 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 20950 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 21050 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 21350 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 21450 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 21500 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 21550 chunk_10_50000.pkl
--> train minibatch error =  0.24
-->  0 21650 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 21850 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 22050 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 22550 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 22900 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 22950 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 23050 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 23150 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 23200 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 23250 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 23350 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 23850 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 23950 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 24200 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 24550 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 24600 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 24650 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 24950 chunk_10_50000.pkl
training @ iter =  500 , cost =  0.281266659498
--> train minibatch error =  0.12
-->  0 25050 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 25400 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 25450 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 26300 chunk_10_50000.pkl
--> train minibatch error =  0.26
-->  0 26500 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 26850 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 27500 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 28350 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 28900 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 28950 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 29050 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 29450 chunk_10_50000.pkl
training @ iter =  600 , cost =  0.249192461371
--> train minibatch error =  0.16
-->  0 30750 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 31200 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 31750 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 32550 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 32600 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 32950 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 33250 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 33600 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 34300 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 34450 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 34750 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 34800 chunk_10_50000.pkl
training @ iter =  700 , cost =  0.11471132189
--> train minibatch error =  0.16
-->  0 35200 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 35250 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 35450 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 35500 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 35850 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 38450 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 38600 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 38650 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 38700 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 38800 chunk_10_50000.pkl
training @ iter =  800 , cost =  0.108957596123
--> train minibatch error =  0.24
-->  0 40650 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 41100 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 41900 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 42550 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 43250 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 43850 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 44000 chunk_10_50000.pkl
training @ iter =  900 , cost =  0.177127286792
--> train minibatch error =  0.18
