Couldn't import dot_parser, loading of dot files will not be possible.
nkerns =  [16 32 48 64] (4,)
--> train minibatch error =  0.12
-->  0 7200 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 7350 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 7400 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 7500 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 7850 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 8150 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 8450 chunk_10_50000.pkl
--> train minibatch error =  0.28
-->  0 8500 chunk_10_50000.pkl
--> train minibatch error =  0.3
-->  0 8600 chunk_10_50000.pkl
--> train minibatch error =  0.3
-->  0 8650 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 8850 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 8900 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 8950 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 9050 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 9200 chunk_10_50000.pkl
--> train minibatch error =  0.26
-->  0 9300 chunk_10_50000.pkl
--> train minibatch error =  0.32
-->  0 9350 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 9450 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 9850 chunk_10_50000.pkl
--> train minibatch error =  0.32
-->  0 9900 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 9950 chunk_10_50000.pkl
training @ iter =  200 , cost =  0.193135753274
--> train minibatch error =  0.16
-->  0 10000 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 10200 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 10850 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 10950 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 11100 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 11300 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 11650 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 11900 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 14450 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 14500 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 14850 chunk_10_50000.pkl
training @ iter =  300 , cost =  0.113935977221
--> train minibatch error =  0.2
-->  0 15500 chunk_10_50000.pkl
--> train minibatch error =  0.24
-->  0 15600 chunk_10_50000.pkl
--> train minibatch error =  0.28
-->  0 15700 chunk_10_50000.pkl
--> train minibatch error =  0.38
-->  0 15750 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 15850 chunk_10_50000.pkl
--> train minibatch error =  0.34
-->  0 15900 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 16000 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 16100 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 16400 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 18550 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 18600 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 19650 chunk_10_50000.pkl
--> train minibatch error =  0.3
-->  0 19750 chunk_10_50000.pkl
training @ iter =  400 , cost =  0.30153632164
--> train minibatch error =  0.16
-->  0 20300 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 20850 chunk_10_50000.pkl
--> train minibatch error =  0.28
-->  0 20900 chunk_10_50000.pkl
--> train minibatch error =  0.28
-->  0 21650 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 21750 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 22050 chunk_10_50000.pkl
training @ iter =  500 , cost =  0.0241402480751
--> train minibatch error =  0.12
-->  0 26500 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 28900 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 28950 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 29050 chunk_10_50000.pkl
training @ iter =  600 , cost =  0.184849143028
--> train minibatch error =  0.14
-->  0 31200 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 31700 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 34450 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 34750 chunk_10_50000.pkl
training @ iter =  700 , cost =  0.053834028542
--> train minibatch error =  0.14
-->  0 35450 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 38600 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 38650 chunk_10_50000.pkl
training @ iter =  800 , cost =  0.059608861804
--> train minibatch error =  0.18
-->  0 40650 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 43250 chunk_10_50000.pkl
--> train minibatch error =  0.26
-->  0 43300 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 43350 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 43850 chunk_10_50000.pkl
--> train minibatch error =  0.38
-->  0 43950 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 44000 chunk_10_50000.pkl
training @ iter =  900 , cost =  0.15824714303
--> train minibatch error =  0.12
-->  0 45400 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 46300 chunk_10_50000.pkl
training @ iter =  1000 , cost =  0.0146104237065
--> train minibatch error =  0.18
-->  1 750 chunk_11_50000.pkl
training @ iter =  1100 , cost =  0.0361462123692
--> train minibatch error =  0.26
-->  1 5450 chunk_11_50000.pkl
--> train minibatch error =  0.28
-->  1 5500 chunk_11_50000.pkl
--> train minibatch error =  0.12
-->  1 9450 chunk_11_50000.pkl
training @ iter =  1200 , cost =  0.0719553306699
training @ iter =  1300 , cost =  0.0636636167765
--> train minibatch error =  0.12
-->  1 16150 chunk_11_50000.pkl
training @ iter =  1400 , cost =  0.0143112326041
training @ iter =  1500 , cost =  0.0499737560749
training @ iter =  1600 , cost =  0.0476624853909
--> train minibatch error =  0.12
-->  1 34250 chunk_11_50000.pkl
training @ iter =  1700 , cost =  0.0314137712121
--> train minibatch error =  0.2
-->  1 35450 chunk_11_50000.pkl
--> train minibatch error =  0.18
-->  1 39800 chunk_11_50000.pkl
--> train minibatch error =  0.12
-->  1 39900 chunk_11_50000.pkl
training @ iter =  1800 , cost =  0.141992643476
training @ iter =  1900 , cost =  0.0752575471997
iter  1999  validation
epoch 1, iter 2000, validation error 1.637000 %
epoch 1, iter 2000, train minibatch error 0.000000 %
epoch 1, iter 2000, train buffer error 1.200000 %
patience =  50000 0.99 3998
training @ iter =  2000 , cost =  0.007558231242
--> train minibatch error =  0.12
-->  2 3750 chunk_12_50000.pkl
training @ iter =  2100 , cost =  0.0436521619558
--> train minibatch error =  0.14
-->  2 6450 chunk_12_50000.pkl
--> train minibatch error =  0.16
-->  2 6500 chunk_12_50000.pkl
--> train minibatch error =  0.2
-->  2 6550 chunk_12_50000.pkl
--> train minibatch error =  0.36
-->  2 6600 chunk_12_50000.pkl
--> train minibatch error =  0.12
-->  2 6650 chunk_12_50000.pkl
--> train minibatch error =  0.16
-->  2 7150 chunk_12_50000.pkl
training @ iter =  2200 , cost =  0.019249940291
training @ iter =  2300 , cost =  0.00244915462099
--> train minibatch error =  0.12
-->  2 18750 chunk_12_50000.pkl
training @ iter =  2400 , cost =  0.177536413074
training @ iter =  2500 , cost =  0.0652766674757
training @ iter =  2600 , cost =  0.0349928177893
--> train minibatch error =  0.14
-->  2 34850 chunk_12_50000.pkl
training @ iter =  2700 , cost =  0.126081839204
training @ iter =  2800 , cost =  0.0166443157941
training @ iter =  2900 , cost =  0.20645019412
training @ iter =  3000 , cost =  0.30831310153
training @ iter =  3100 , cost =  0.0452748723328
--> train minibatch error =  0.16
-->  3 6650 chunk_13_50000.pkl
training @ iter =  3200 , cost =  0.0510138049722
--> train minibatch error =  0.14
-->  3 10200 chunk_13_50000.pkl
--> train minibatch error =  0.12
-->  3 10250 chunk_13_50000.pkl
--> train minibatch error =  0.48
-->  3 10300 chunk_13_50000.pkl
--> train minibatch error =  0.36
-->  3 10350 chunk_13_50000.pkl
--> train minibatch error =  0.14
-->  3 10650 chunk_13_50000.pkl
--> train minibatch error =  0.12
-->  3 11000 chunk_13_50000.pkl
training @ iter =  3300 , cost =  0.0169712901115
--> train minibatch error =  0.16
-->  3 18350 chunk_13_50000.pkl
--> train minibatch error =  0.38
-->  3 18450 chunk_13_50000.pkl
--> train minibatch error =  0.16
-->  3 18500 chunk_13_50000.pkl
--> train minibatch error =  0.18
-->  3 18800 chunk_13_50000.pkl
--> train minibatch error =  0.2
-->  3 18900 chunk_13_50000.pkl
--> train minibatch error =  0.2
-->  3 19300 chunk_13_50000.pkl
training @ iter =  3400 , cost =  0.0432250201702
--> train minibatch error =  0.58
-->  3 23250 chunk_13_50000.pkl
--> train minibatch error =  0.44
-->  3 23300 chunk_13_50000.pkl
training @ iter =  3500 , cost =  0.0344163812697
--> train minibatch error =  0.18
-->  3 27500 chunk_13_50000.pkl
--> train minibatch error =  0.14
-->  3 27600 chunk_13_50000.pkl
training @ iter =  3600 , cost =  0.0141347981989
--> train minibatch error =  0.16
-->  3 34000 chunk_13_50000.pkl
training @ iter =  3700 , cost =  0.0145710781217
training @ iter =  3800 , cost =  0.0186018701643
training @ iter =  3900 , cost =  0.0800961479545
iter  3999  validation
epoch 1, iter 4000, validation error 1.474000 %
epoch 1, iter 4000, train minibatch error 6.000000 %
epoch 1, iter 4000, train buffer error 0.900000 %
patience =  50000 0.99 7998
training @ iter =  4000 , cost =  0.424662858248
--> train minibatch error =  0.16
-->  4 0 chunk_14_50000.pkl
--> train minibatch error =  0.18
-->  4 100 chunk_14_50000.pkl
training @ iter =  4100 , cost =  0.0187712237239
training @ iter =  4200 , cost =  0.00466661714017
training @ iter =  4300 , cost =  0.014287199825
training @ iter =  4400 , cost =  0.223160281777
training @ iter =  4500 , cost =  0.00642814626917
--> train minibatch error =  0.24
-->  4 26500 chunk_14_50000.pkl
training @ iter =  4600 , cost =  0.0130007769912
training @ iter =  4700 , cost =  0.00652865413576
--> train minibatch error =  0.16
-->  4 36550 chunk_14_50000.pkl
--> train minibatch error =  0.12
-->  4 36600 chunk_14_50000.pkl
training @ iter =  4800 , cost =  0.0817373469472
training @ iter =  4900 , cost =  0.00777080794796
training @ iter =  5000 , cost =  0.0348970070481
training @ iter =  5100 , cost =  0.0428282916546
--> train minibatch error =  0.14
-->  5 6000 chunk_15_50000.pkl
training @ iter =  5200 , cost =  0.0148991467431
--> train minibatch error =  0.12
-->  5 12400 chunk_15_50000.pkl
training @ iter =  5300 , cost =  0.0112643055618
training @ iter =  5400 , cost =  0.0454363971949
--> train minibatch error =  0.24
-->  5 23450 chunk_15_50000.pkl
training @ iter =  5500 , cost =  0.0198051165789
training @ iter =  5600 , cost =  0.0107093211263
training @ iter =  5700 , cost =  0.0236683804542
--> train minibatch error =  0.12
-->  5 35650 chunk_15_50000.pkl
--> train minibatch error =  0.12
-->  5 38150 chunk_15_50000.pkl
training @ iter =  5800 , cost =  0.00132299901452
training @ iter =  5900 , cost =  0.0527730435133
iter  5999  validation
epoch 1, iter 6000, validation error 1.260000 %
epoch 1, iter 6000, train minibatch error 0.000000 %
epoch 1, iter 6000, train buffer error 0.700000 %
patience =  50000 0.99 11998
training @ iter =  6000 , cost =  0.00144889205694
--> train minibatch error =  0.12
-->  6 2750 chunk_16_50000.pkl
training @ iter =  6100 , cost =  0.159790232778
training @ iter =  6200 , cost =  0.00315339094959
--> train minibatch error =  0.12
-->  6 10100 chunk_16_50000.pkl
--> train minibatch error =  0.3
-->  6 10200 chunk_16_50000.pkl
training @ iter =  6300 , cost =  0.121728055179
training @ iter =  6400 , cost =  0.00645316904411
training @ iter =  6500 , cost =  0.0463083088398
training @ iter =  6600 , cost =  0.00907071586698
--> train minibatch error =  0.12
-->  6 33250 chunk_16_50000.pkl
training @ iter =  6700 , cost =  0.0516273118556
training @ iter =  6800 , cost =  0.0019351207884
training @ iter =  6900 , cost =  0.016724312678
training @ iter =  7000 , cost =  0.0227473154664
training @ iter =  7100 , cost =  0.0261817984283
training @ iter =  7200 , cost =  0.00565662281588
training @ iter =  7300 , cost =  0.130065560341
training @ iter =  7400 , cost =  0.0846868529916
training @ iter =  7500 , cost =  0.0725873485208
training @ iter =  7600 , cost =  0.00198594550602
--> train minibatch error =  0.18
-->  7 33350 chunk_17_50000.pkl
--> train minibatch error =  0.12
-->  7 33450 chunk_17_50000.pkl
training @ iter =  7700 , cost =  0.0194064658135
training @ iter =  7800 , cost =  0.0431517139077
--> train minibatch error =  0.16
-->  7 44700 chunk_17_50000.pkl
training @ iter =  7900 , cost =  0.00888927653432
--> train minibatch error =  0.12
-->  7 47350 chunk_17_50000.pkl
iter  7999  validation
epoch 1, iter 8000, validation error 1.341000 %
epoch 1, iter 8000, train minibatch error 2.000000 %
epoch 1, iter 8000, train buffer error 0.400000 %
training @ iter =  8000 , cost =  0.00151163339615
--> train minibatch error =  0.18
-->  8 4750 chunk_18_50000.pkl
training @ iter =  8100 , cost =  0.0701170861721
training @ iter =  8200 , cost =  0.0125269498676
training @ iter =  8300 , cost =  0.149601981044
training @ iter =  8400 , cost =  0.0112922862172
training @ iter =  8500 , cost =  0.0272596422583
training @ iter =  8600 , cost =  0.00194212060887
--> train minibatch error =  0.18
-->  8 30300 chunk_18_50000.pkl
--> train minibatch error =  0.52
-->  8 30400 chunk_18_50000.pkl
--> train minibatch error =  0.48
-->  8 30450 chunk_18_50000.pkl
--> train minibatch error =  0.14
-->  8 30550 chunk_18_50000.pkl
--> train minibatch error =  0.12
-->  8 31250 chunk_18_50000.pkl
--> train minibatch error =  0.14
-->  8 33600 chunk_18_50000.pkl
training @ iter =  8700 , cost =  0.050195068121
--> train minibatch error =  0.12
-->  8 36250 chunk_18_50000.pkl
training @ iter =  8800 , cost =  0.0187485814095
training @ iter =  8900 , cost =  0.0246126167476
training @ iter =  9000 , cost =  0.0060333814472
training @ iter =  9100 , cost =  0.0173231940717
training @ iter =  9200 , cost =  0.16938264668
training @ iter =  9300 , cost =  0.10259539634
training @ iter =  9400 , cost =  0.0141694191843
training @ iter =  9500 , cost =  0.00255789095536
--> train minibatch error =  0.14
-->  9 29950 chunk_19_50000.pkl
training @ iter =  9600 , cost =  0.33905351162
training @ iter =  9700 , cost =  0.00227813236415
--> train minibatch error =  0.12
-->  9 35350 chunk_19_50000.pkl
training @ iter =  9800 , cost =  0.0938593745232
training @ iter =  9900 , cost =  0.00455495016649
iter  9999  validation
epoch 1, iter 10000, validation error 1.131000 %
epoch 1, iter 10000, train minibatch error 0.000000 %
epoch 1, iter 10000, train buffer error 0.300000 %
patience =  50000 0.99 19998
training @ iter =  10000 , cost =  0.143351227045
training @ iter =  10100 , cost =  0.0332427173853
--> train minibatch error =  0.18
-->  10 9100 chunk_20_50000.pkl
training @ iter =  10200 , cost =  0.00592131633312
--> train minibatch error =  0.12
-->  10 12600 chunk_20_50000.pkl
training @ iter =  10300 , cost =  0.142610698938
--> train minibatch error =  0.12
-->  10 17050 chunk_20_50000.pkl
training @ iter =  10400 , cost =  0.00458723912016
--> train minibatch error =  0.12
-->  10 23350 chunk_20_50000.pkl
training @ iter =  10500 , cost =  0.0920321196318
--> train minibatch error =  0.14
-->  10 25050 chunk_20_50000.pkl
training @ iter =  10600 , cost =  0.0478545203805
training @ iter =  10700 , cost =  0.0398349538445
training @ iter =  10800 , cost =  0.0116359516978
training @ iter =  10900 , cost =  0.00302690383978
training @ iter =  11000 , cost =  0.00125172454864
training @ iter =  11100 , cost =  0.00740642147139
training @ iter =  11200 , cost =  0.0815601721406
training @ iter =  11300 , cost =  0.0424193777144
training @ iter =  11400 , cost =  0.0573710203171
training @ iter =  11500 , cost =  0.184404358268
training @ iter =  11600 , cost =  0.136223882437
--> train minibatch error =  0.12
-->  11 30100 chunk_21_50000.pkl
--> train minibatch error =  0.18
-->  11 30200 chunk_21_50000.pkl
--> train minibatch error =  0.12
-->  11 30250 chunk_21_50000.pkl
--> train minibatch error =  0.12
-->  11 33450 chunk_21_50000.pkl
training @ iter =  11700 , cost =  0.00345885218121
training @ iter =  11800 , cost =  0.00498058181256
--> train minibatch error =  0.18
-->  11 41250 chunk_21_50000.pkl
--> train minibatch error =  0.14
-->  11 41400 chunk_21_50000.pkl
training @ iter =  11900 , cost =  0.024292582646
iter  11999  validation
epoch 1, iter 12000, validation error 1.094000 %
epoch 1, iter 12000, train minibatch error 0.000000 %
epoch 1, iter 12000, train buffer error 0.400000 %
patience =  50000 0.99 23998
training @ iter =  12000 , cost =  0.00421924469993
--> train minibatch error =  0.16
-->  12 750 chunk_22_50000.pkl
--> train minibatch error =  0.14
-->  12 800 chunk_22_50000.pkl
--> train minibatch error =  0.14
-->  12 850 chunk_22_50000.pkl
training @ iter =  12100 , cost =  0.00288608903065
training @ iter =  12200 , cost =  0.00472698779777
training @ iter =  12300 , cost =  0.00285318307579
training @ iter =  12400 , cost =  0.0175782293081
training @ iter =  12500 , cost =  0.00806457363069
--> train minibatch error =  0.12
-->  12 29250 chunk_22_50000.pkl
training @ iter =  12600 , cost =  0.0427175238729
training @ iter =  12700 , cost =  0.00989073049277
training @ iter =  12800 , cost =  0.0413763672113
training @ iter =  12900 , cost =  0.0413566678762
--> train minibatch error =  0.14
-->  12 47350 chunk_22_50000.pkl
training @ iter =  13000 , cost =  0.0772652328014
training @ iter =  13100 , cost =  0.0594583265483
--> train minibatch error =  0.14
-->  13 9800 chunk_23_50000.pkl
training @ iter =  13200 , cost =  0.050272654742
training @ iter =  13300 , cost =  0.18952010572
training @ iter =  13400 , cost =  0.0871028900146
--> train minibatch error =  0.12
-->  13 23900 chunk_23_50000.pkl
training @ iter =  13500 , cost =  0.0014056697255
training @ iter =  13600 , cost =  0.0111950505525
training @ iter =  13700 , cost =  0.10573233664
training @ iter =  13800 , cost =  0.00301577756181
--> train minibatch error =  0.12
-->  13 40250 chunk_23_50000.pkl
training @ iter =  13900 , cost =  0.0105879064649
iter  13999  validation
epoch 1, iter 14000, validation error 1.026000 %
epoch 1, iter 14000, train minibatch error 0.000000 %
epoch 1, iter 14000, train buffer error 0.400000 %
patience =  50000 0.99 27998
training @ iter =  14000 , cost =  0.0691759735346
training @ iter =  14100 , cost =  0.0458779558539
training @ iter =  14200 , cost =  0.00869992375374
training @ iter =  14300 , cost =  0.00312089314684
training @ iter =  14400 , cost =  0.00843840278685
training @ iter =  14500 , cost =  0.100544065237
training @ iter =  14600 , cost =  0.154151633382
training @ iter =  14700 , cost =  0.00826080981642
--> train minibatch error =  0.14
-->  14 36500 chunk_24_50000.pkl
--> train minibatch error =  0.14
-->  14 36550 chunk_24_50000.pkl
--> train minibatch error =  0.34
-->  14 37000 chunk_24_50000.pkl
--> train minibatch error =  0.18
-->  14 37200 chunk_24_50000.pkl
--> train minibatch error =  0.16
-->  14 37300 chunk_24_50000.pkl
--> train minibatch error =  0.12
-->  14 37400 chunk_24_50000.pkl
--> train minibatch error =  0.48
-->  14 37450 chunk_24_50000.pkl
--> train minibatch error =  0.3
-->  14 37600 chunk_24_50000.pkl
--> train minibatch error =  0.52
-->  14 37700 chunk_24_50000.pkl
--> train minibatch error =  0.56
-->  14 37750 chunk_24_50000.pkl
--> train minibatch error =  0.16
-->  14 37800 chunk_24_50000.pkl
--> train minibatch error =  0.22
-->  14 37850 chunk_24_50000.pkl
--> train minibatch error =  0.36
-->  14 37900 chunk_24_50000.pkl
--> train minibatch error =  0.12
-->  14 37950 chunk_24_50000.pkl
--> train minibatch error =  0.24
-->  14 38000 chunk_24_50000.pkl
--> train minibatch error =  0.26
-->  14 38050 chunk_24_50000.pkl
--> train minibatch error =  0.16
-->  14 38150 chunk_24_50000.pkl
--> train minibatch error =  0.32
-->  14 38200 chunk_24_50000.pkl
--> train minibatch error =  0.12
-->  14 38800 chunk_24_50000.pkl
training @ iter =  14800 , cost =  0.114251814783
training @ iter =  14900 , cost =  0.130319774151
training @ iter =  15000 , cost =  0.0744280591607
--> train minibatch error =  0.12
-->  15 1000 chunk_25_50000.pkl
training @ iter =  15100 , cost =  0.00821712333709
training @ iter =  15200 , cost =  0.115641564131
training @ iter =  15300 , cost =  0.00495572807267
training @ iter =  15400 , cost =  0.0898918509483
training @ iter =  15500 , cost =  0.00332206930034
training @ iter =  15600 , cost =  0.00542358821258
training @ iter =  15700 , cost =  0.0249424148351
training @ iter =  15800 , cost =  0.0145034752786
training @ iter =  15900 , cost =  0.00214566919021
