Couldn't import dot_parser, loading of dot files will not be possible.
nkerns =  [16 32 48 64] (4,)
--> train minibatch error =  0.24
-->  0 5650 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 5700 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 5800 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 5850 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 5900 chunk_10_50000.pkl
--> train minibatch error =  0.3
-->  0 5950 chunk_10_50000.pkl
--> train minibatch error =  0.42
-->  0 6000 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 6450 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 6500 chunk_10_50000.pkl
--> train minibatch error =  0.28
-->  0 6550 chunk_10_50000.pkl
--> train minibatch error =  0.34
-->  0 6600 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 6650 chunk_10_50000.pkl
--> train minibatch error =  0.38
-->  0 6700 chunk_10_50000.pkl
--> train minibatch error =  0.4
-->  0 6750 chunk_10_50000.pkl
--> train minibatch error =  0.28
-->  0 6800 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 6900 chunk_10_50000.pkl
--> train minibatch error =  0.26
-->  0 7100 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 7150 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 7200 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 7250 chunk_10_50000.pkl
--> train minibatch error =  0.24
-->  0 7350 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 7400 chunk_10_50000.pkl
--> train minibatch error =  0.24
-->  0 7500 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 7550 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 7850 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 8000 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 8050 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 8150 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 8250 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 8300 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 8350 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 8450 chunk_10_50000.pkl
--> train minibatch error =  0.28
-->  0 8500 chunk_10_50000.pkl
--> train minibatch error =  0.24
-->  0 8600 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 8650 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 8950 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 9200 chunk_10_50000.pkl
--> train minibatch error =  0.34
-->  0 9300 chunk_10_50000.pkl
--> train minibatch error =  0.32
-->  0 9350 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 9400 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 9450 chunk_10_50000.pkl
--> train minibatch error =  0.26
-->  0 9500 chunk_10_50000.pkl
--> train minibatch error =  0.32
-->  0 9650 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 9850 chunk_10_50000.pkl
--> train minibatch error =  0.28
-->  0 9900 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 9950 chunk_10_50000.pkl
training @ iter =  200 , cost =  0.202800229192
--> train minibatch error =  0.12
-->  0 10150 chunk_10_50000.pkl
--> train minibatch error =  0.24
-->  0 10250 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 10400 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 10650 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 10700 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 10850 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 10900 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 11000 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 11300 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 11650 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 11900 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 12000 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 12300 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 13200 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 13300 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 13350 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 13450 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 13950 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 14450 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 14500 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 14750 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 14850 chunk_10_50000.pkl
training @ iter =  300 , cost =  0.175361335278
--> train minibatch error =  0.28
-->  0 15500 chunk_10_50000.pkl
--> train minibatch error =  0.36
-->  0 15600 chunk_10_50000.pkl
--> train minibatch error =  0.28
-->  0 15650 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 15800 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 15950 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 16000 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 16100 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 16200 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 16250 chunk_10_50000.pkl
--> train minibatch error =  0.24
-->  0 16350 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 16400 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 16550 chunk_10_50000.pkl
--> train minibatch error =  0.32
-->  0 16650 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 16700 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 16850 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 16950 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 17100 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 17550 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 17800 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 18550 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 18600 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 18750 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 19650 chunk_10_50000.pkl
training @ iter =  400 , cost =  0.215929210186
--> train minibatch error =  0.14
-->  0 20300 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 20350 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 20800 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 20900 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 23950 chunk_10_50000.pkl
training @ iter =  500 , cost =  0.046008862555
--> train minibatch error =  0.18
-->  0 26500 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 28900 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 28950 chunk_10_50000.pkl
training @ iter =  600 , cost =  0.189948841929
--> train minibatch error =  0.16
-->  0 31200 chunk_10_50000.pkl
--> train minibatch error =  0.42
-->  0 31700 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 31800 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 31900 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 32000 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 32600 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 32750 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 32950 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 33600 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 34450 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 34750 chunk_10_50000.pkl
training @ iter =  700 , cost =  0.0796466991305
--> train minibatch error =  0.12
-->  0 35450 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 38600 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 38650 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 38700 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 38800 chunk_10_50000.pkl
training @ iter =  800 , cost =  0.0811597928405
--> train minibatch error =  0.18
-->  0 40650 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 42100 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 43250 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 43300 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 43350 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 43850 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 44000 chunk_10_50000.pkl
training @ iter =  900 , cost =  0.122780926526
--> train minibatch error =  0.12
-->  0 46450 chunk_10_50000.pkl
training @ iter =  1000 , cost =  0.0128543460742
--> train minibatch error =  0.18
-->  1 750 chunk_11_50000.pkl
--> train minibatch error =  0.12
-->  1 1750 chunk_11_50000.pkl
training @ iter =  1100 , cost =  0.0647895634174
--> train minibatch error =  0.3
-->  1 5450 chunk_11_50000.pkl
--> train minibatch error =  0.38
-->  1 5500 chunk_11_50000.pkl
--> train minibatch error =  0.18
-->  1 5600 chunk_11_50000.pkl
--> train minibatch error =  0.14
-->  1 5650 chunk_11_50000.pkl
--> train minibatch error =  0.14
-->  1 5900 chunk_11_50000.pkl
--> train minibatch error =  0.22
-->  1 5950 chunk_11_50000.pkl
--> train minibatch error =  0.12
-->  1 9350 chunk_11_50000.pkl
training @ iter =  1200 , cost =  0.0462870113552
training @ iter =  1300 , cost =  0.0800489038229
--> train minibatch error =  0.12
-->  1 16150 chunk_11_50000.pkl
training @ iter =  1400 , cost =  0.014193999581
training @ iter =  1500 , cost =  0.0447283238173
training @ iter =  1600 , cost =  0.0330542623997
--> train minibatch error =  0.14
-->  1 34250 chunk_11_50000.pkl
training @ iter =  1700 , cost =  0.0308239404112
--> train minibatch error =  0.12
-->  1 35350 chunk_11_50000.pkl
--> train minibatch error =  0.24
-->  1 35450 chunk_11_50000.pkl
--> train minibatch error =  0.12
-->  1 39400 chunk_11_50000.pkl
--> train minibatch error =  0.14
-->  1 39800 chunk_11_50000.pkl
training @ iter =  1800 , cost =  0.0958146080375
training @ iter =  1900 , cost =  0.0952481180429
iter  1999  validation
epoch 1, iter 2000, validation error 1.640000 %
epoch 1, iter 2000, train minibatch error 0.000000 %
epoch 1, iter 2000, train buffer error 1.200000 %
patience =  50000 0.99 3998
training @ iter =  2000 , cost =  0.0187800601125
--> train minibatch error =  0.12
-->  2 3750 chunk_12_50000.pkl
training @ iter =  2100 , cost =  0.0308171678334
--> train minibatch error =  0.12
-->  2 5050 chunk_12_50000.pkl
--> train minibatch error =  0.14
-->  2 6450 chunk_12_50000.pkl
--> train minibatch error =  0.14
-->  2 6500 chunk_12_50000.pkl
--> train minibatch error =  0.24
-->  2 6550 chunk_12_50000.pkl
--> train minibatch error =  0.34
-->  2 6600 chunk_12_50000.pkl
--> train minibatch error =  0.16
-->  2 6650 chunk_12_50000.pkl
--> train minibatch error =  0.14
-->  2 7150 chunk_12_50000.pkl
training @ iter =  2200 , cost =  0.0279913619161
training @ iter =  2300 , cost =  0.00360947661102
--> train minibatch error =  0.12
-->  2 18750 chunk_12_50000.pkl
training @ iter =  2400 , cost =  0.126762613654
training @ iter =  2500 , cost =  0.0804598629475
--> train minibatch error =  0.14
-->  2 29300 chunk_12_50000.pkl
training @ iter =  2600 , cost =  0.0645130798221
--> train minibatch error =  0.16
-->  2 34850 chunk_12_50000.pkl
training @ iter =  2700 , cost =  0.106896966696
training @ iter =  2800 , cost =  0.0339617244899
training @ iter =  2900 , cost =  0.233509749174
training @ iter =  3000 , cost =  0.29287609458
training @ iter =  3100 , cost =  0.0365513078868
training @ iter =  3200 , cost =  0.0580401197076
--> train minibatch error =  0.14
-->  3 10200 chunk_13_50000.pkl
--> train minibatch error =  0.16
-->  3 10250 chunk_13_50000.pkl
--> train minibatch error =  0.52
-->  3 10300 chunk_13_50000.pkl
--> train minibatch error =  0.38
-->  3 10350 chunk_13_50000.pkl
--> train minibatch error =  0.24
-->  3 10750 chunk_13_50000.pkl
--> train minibatch error =  0.16
-->  3 10900 chunk_13_50000.pkl
--> train minibatch error =  0.2
-->  3 11000 chunk_13_50000.pkl
training @ iter =  3300 , cost =  0.0224997401237
--> train minibatch error =  0.12
-->  3 16450 chunk_13_50000.pkl
--> train minibatch error =  0.16
-->  3 18350 chunk_13_50000.pkl
--> train minibatch error =  0.26
-->  3 18450 chunk_13_50000.pkl
--> train minibatch error =  0.12
-->  3 18500 chunk_13_50000.pkl
--> train minibatch error =  0.2
-->  3 18900 chunk_13_50000.pkl
training @ iter =  3400 , cost =  0.0427180752158
--> train minibatch error =  0.32
-->  3 23250 chunk_13_50000.pkl
--> train minibatch error =  0.26
-->  3 23300 chunk_13_50000.pkl
--> train minibatch error =  0.22
-->  3 24250 chunk_13_50000.pkl
training @ iter =  3500 , cost =  0.0114343976602
--> train minibatch error =  0.18
-->  3 27500 chunk_13_50000.pkl
--> train minibatch error =  0.28
-->  3 27600 chunk_13_50000.pkl
training @ iter =  3600 , cost =  0.0241665299982
--> train minibatch error =  0.12
-->  3 33450 chunk_13_50000.pkl
--> train minibatch error =  0.16
-->  3 34000 chunk_13_50000.pkl
training @ iter =  3700 , cost =  0.0121062779799
training @ iter =  3800 , cost =  0.017000829801
training @ iter =  3900 , cost =  0.107768647373
iter  3999  validation
epoch 1, iter 4000, validation error 1.606000 %
epoch 1, iter 4000, train minibatch error 6.000000 %
epoch 1, iter 4000, train buffer error 1.200000 %
patience =  50000 0.99 7998
training @ iter =  4000 , cost =  0.431506127119
--> train minibatch error =  0.14
-->  4 0 chunk_14_50000.pkl
--> train minibatch error =  0.12
-->  4 100 chunk_14_50000.pkl
training @ iter =  4100 , cost =  0.0155011666939
training @ iter =  4200 , cost =  0.00903254002333
training @ iter =  4300 , cost =  0.0250180624425
training @ iter =  4400 , cost =  0.212700039148
training @ iter =  4500 , cost =  0.00878375675529
--> train minibatch error =  0.16
-->  4 26500 chunk_14_50000.pkl
training @ iter =  4600 , cost =  0.0104114376009
training @ iter =  4700 , cost =  0.00764979887754
--> train minibatch error =  0.2
-->  4 36550 chunk_14_50000.pkl
--> train minibatch error =  0.14
-->  4 36600 chunk_14_50000.pkl
training @ iter =  4800 , cost =  0.167422071099
training @ iter =  4900 , cost =  0.0124661419541
--> train minibatch error =  0.14
-->  4 46200 chunk_14_50000.pkl
training @ iter =  5000 , cost =  0.035076007247
training @ iter =  5100 , cost =  0.0485258586705
training @ iter =  5200 , cost =  0.00629288190976
--> train minibatch error =  0.14
-->  5 12400 chunk_15_50000.pkl
training @ iter =  5300 , cost =  0.0117151606828
training @ iter =  5400 , cost =  0.057375703007
--> train minibatch error =  0.12
-->  5 23350 chunk_15_50000.pkl
--> train minibatch error =  0.44
-->  5 23450 chunk_15_50000.pkl
training @ iter =  5500 , cost =  0.0196056365967
training @ iter =  5600 , cost =  0.0179123878479
training @ iter =  5700 , cost =  0.0150707690045
--> train minibatch error =  0.12
-->  5 38300 chunk_15_50000.pkl
training @ iter =  5800 , cost =  0.00135843455791
training @ iter =  5900 , cost =  0.0709040388465
iter  5999  validation
epoch 1, iter 6000, validation error 1.293000 %
epoch 1, iter 6000, train minibatch error 0.000000 %
epoch 1, iter 6000, train buffer error 0.900000 %
patience =  50000 0.99 11998
training @ iter =  6000 , cost =  0.0020446581766
--> train minibatch error =  0.12
-->  6 2750 chunk_16_50000.pkl
training @ iter =  6100 , cost =  0.180369630456
training @ iter =  6200 , cost =  0.00435967743397
--> train minibatch error =  0.12
-->  6 10100 chunk_16_50000.pkl
--> train minibatch error =  0.2
-->  6 10200 chunk_16_50000.pkl
--> train minibatch error =  0.12
-->  6 10250 chunk_16_50000.pkl
training @ iter =  6300 , cost =  0.0990243926644
training @ iter =  6400 , cost =  0.00853416603059
training @ iter =  6500 , cost =  0.039970587939
training @ iter =  6600 , cost =  0.0112271765247
training @ iter =  6700 , cost =  0.0507881008089
training @ iter =  6800 , cost =  0.00400940515101
training @ iter =  6900 , cost =  0.0117504252121
training @ iter =  7000 , cost =  0.0491812117398
training @ iter =  7100 , cost =  0.0274281222373
training @ iter =  7200 , cost =  0.00546516664326
training @ iter =  7300 , cost =  0.0992069318891
training @ iter =  7400 , cost =  0.113755904138
training @ iter =  7500 , cost =  0.0850866809487
training @ iter =  7600 , cost =  0.00182481098454
--> train minibatch error =  0.2
-->  7 33350 chunk_17_50000.pkl
--> train minibatch error =  0.22
-->  7 33450 chunk_17_50000.pkl
--> train minibatch error =  0.12
-->  7 34450 chunk_17_50000.pkl
training @ iter =  7700 , cost =  0.0307493638247
training @ iter =  7800 , cost =  0.0545922070742
--> train minibatch error =  0.16
-->  7 44700 chunk_17_50000.pkl
training @ iter =  7900 , cost =  0.00787324924022
--> train minibatch error =  0.14
-->  7 47350 chunk_17_50000.pkl
--> train minibatch error =  0.14
-->  7 47500 chunk_17_50000.pkl
iter  7999  validation
epoch 1, iter 8000, validation error 1.368000 %
epoch 1, iter 8000, train minibatch error 2.000000 %
epoch 1, iter 8000, train buffer error 0.400000 %
training @ iter =  8000 , cost =  0.0021353920456
--> train minibatch error =  0.16
-->  8 4750 chunk_18_50000.pkl
--> train minibatch error =  0.12
-->  8 4800 chunk_18_50000.pkl
training @ iter =  8100 , cost =  0.0849098563194
training @ iter =  8200 , cost =  0.00849884748459
training @ iter =  8300 , cost =  0.182409614325
training @ iter =  8400 , cost =  0.0131253646687
training @ iter =  8500 , cost =  0.0458771958947
training @ iter =  8600 , cost =  0.00297080818564
--> train minibatch error =  0.52
-->  8 30400 chunk_18_50000.pkl
--> train minibatch error =  0.46
-->  8 30450 chunk_18_50000.pkl
--> train minibatch error =  0.12
-->  8 30550 chunk_18_50000.pkl
--> train minibatch error =  0.12
-->  8 31250 chunk_18_50000.pkl
--> train minibatch error =  0.18
-->  8 33600 chunk_18_50000.pkl
training @ iter =  8700 , cost =  0.054139431566
--> train minibatch error =  0.16
-->  8 36250 chunk_18_50000.pkl
training @ iter =  8800 , cost =  0.0358953513205
--> train minibatch error =  0.12
-->  8 42600 chunk_18_50000.pkl
training @ iter =  8900 , cost =  0.0243873260915
training @ iter =  9000 , cost =  0.00955916754901
training @ iter =  9100 , cost =  0.0180228631943
training @ iter =  9200 , cost =  0.199087634683
training @ iter =  9300 , cost =  0.134634315968
training @ iter =  9400 , cost =  0.0177401956171
training @ iter =  9500 , cost =  0.00419481378049
--> train minibatch error =  0.14
-->  9 29850 chunk_19_50000.pkl
training @ iter =  9600 , cost =  0.255348861217
training @ iter =  9700 , cost =  0.00388680933975
--> train minibatch error =  0.12
-->  9 35350 chunk_19_50000.pkl
training @ iter =  9800 , cost =  0.0970091819763
training @ iter =  9900 , cost =  0.00236995564774
iter  9999  validation
epoch 1, iter 10000, validation error 1.291000 %
epoch 1, iter 10000, train minibatch error 0.000000 %
epoch 1, iter 10000, train buffer error 0.600000 %
training @ iter =  10000 , cost =  0.114054791629
training @ iter =  10100 , cost =  0.0435784570873
--> train minibatch error =  0.18
-->  10 9100 chunk_20_50000.pkl
--> train minibatch error =  0.14
-->  10 9150 chunk_20_50000.pkl
training @ iter =  10200 , cost =  0.00552584184334
--> train minibatch error =  0.12
-->  10 14500 chunk_20_50000.pkl
training @ iter =  10300 , cost =  0.1622941643
training @ iter =  10400 , cost =  0.012921769172
--> train minibatch error =  0.12
-->  10 23350 chunk_20_50000.pkl
training @ iter =  10500 , cost =  0.0857928916812
--> train minibatch error =  0.14
-->  10 25050 chunk_20_50000.pkl
training @ iter =  10600 , cost =  0.066709049046
training @ iter =  10700 , cost =  0.0441885851324
training @ iter =  10800 , cost =  0.0260742902756
training @ iter =  10900 , cost =  0.0024950474035
training @ iter =  11000 , cost =  0.00171429803595
training @ iter =  11100 , cost =  0.00983096659184
training @ iter =  11200 , cost =  0.0857180580497
training @ iter =  11300 , cost =  0.0394467264414
training @ iter =  11400 , cost =  0.038358669728
training @ iter =  11500 , cost =  0.139876291156
training @ iter =  11600 , cost =  0.152069717646
--> train minibatch error =  0.12
-->  11 30100 chunk_21_50000.pkl
--> train minibatch error =  0.34
-->  11 30200 chunk_21_50000.pkl
--> train minibatch error =  0.16
-->  11 30250 chunk_21_50000.pkl
--> train minibatch error =  0.26
-->  11 31550 chunk_21_50000.pkl
